index,y_true,y_pred,correct,tp,tn,fp,fn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
23,0,0,True,False,True,False,False,0.433919,0.808511,0.047136,0.420857,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,0,0,True,False,True,False,False,0.447679,0.085106,0.037589,0.41327,0.002351,0.452874,0.765789,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,1,1,True,True,False,False,False,0.429185,0.382979,0.095232,0.611128,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,0,0,True,False,True,False,False,0.889607,0.255319,0.029542,0.22895,0.001886,0.290264,0.774123,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0,0,True,False,True,False,False,0.008849,1.0,0.041582,0.409402,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,0,1,False,False,False,True,False,0.907526,0.914894,0.033686,0.35778,0.002206,0.298809,0.639474,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,0,True,False,True,False,False,0.893987,0.106383,0.045485,0.257959,0.002343,0.399534,0.750439,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,0,True,False,True,False,False,0.468962,0.212766,0.035367,0.278935,0.002372,0.261005,0.464474,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0,0,True,False,True,False,False,0.447547,0.06383,0.038339,0.305713,0.00252,0.372864,0.597368,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1,True,True,False,False,False,0.880581,0.446809,0.103579,0.545076,0.006923,0.50725,0.492982,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0,0,True,False,True,False,False,0.915756,0.255319,0.068992,0.441386,0.004653,0.515018,0.312719,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,1,1,True,True,False,False,False,0.456661,0.765957,0.036238,0.686254,0.002464,0.644226,0.479825,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,0,0,True,False,True,False,False,0.434671,0.297872,0.048367,0.144154,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,0,True,False,True,False,False,0.44352,0.148936,0.001861,0.20247,0.000118,0.251424,0.515789,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,1,1,True,True,False,False,False,0.907747,0.382979,0.090909,0.541803,0.005947,0.560849,0.519737,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1,1,True,True,False,False,False,0.908013,0.319149,0.073796,0.465784,0.005066,0.618591,0.252193,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,1,0,False,False,False,False,True,0.87213,0.021277,0.028312,0.280422,0.000841,0.320818,0.842105,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,1,1,True,True,False,False,False,0.911818,0.744681,0.043683,0.339482,0.002852,0.27421,0.728947,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,1,True,True,False,False,False,0.01376,0.680851,0.072175,0.332193,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0,0,True,False,True,False,False,0.434538,0.212766,0.050288,0.120649,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,1,1,True,True,False,False,False,0.451661,0.765957,0.043893,0.866111,0.002883,0.777317,0.459649,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,1,0,False,False,False,False,True,0.90788,0.191489,0.043293,0.196519,0.002856,0.219575,0.710526,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,0,True,False,True,False,False,0.903588,0.340426,0.047616,0.47233,0.003226,0.411445,0.447807,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,1,0,False,False,False,False,True,0.868059,0.361702,0.030503,0.332044,0.000841,0.195495,0.814474,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,1,0,False,False,False,False,True,0.45644,0.574468,0.032635,0.344689,0.002196,0.387882,0.465789,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,1,1,True,True,False,False,False,0.898544,0.808511,0.097484,0.631508,0.006234,0.501813,0.508333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,1,1,True,True,False,False,False,0.90704,0.787234,0.124475,0.602202,0.008594,0.91507,0.104386,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,0,0,True,False,True,False,False,0.000619,0.06383,0.081122,0.371913,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,1,1,True,True,False,False,False,0.465599,0.510638,0.056653,0.53853,0.003941,0.504143,0.345175,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,0,0,True,False,True,False,False,0.013583,0.148936,0.043503,0.233859,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,0,0,True,False,True,False,False,0.903411,0.234043,0.049718,0.26019,0.003126,0.330399,0.767982,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,1,0,False,False,False,False,True,0.876997,0.489362,0.036868,0.409699,0.002445,0.31072,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,0,0,True,False,True,False,False,0.87182,0.489362,0.029542,0.591193,0.001894,0.743656,0.37807,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,1,1,True,True,False,False,False,0.428963,0.425532,0.076348,0.346623,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0,0,True,False,True,False,False,0.45175,0.702128,0.037258,0.646385,0.002462,0.615484,0.503509,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,0,0,True,False,True,False,False,0.881156,0.553191,0.029482,0.523505,0.002,0.544537,0.48114,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,1,1,True,True,False,False,False,0.017875,0.297872,0.092951,0.475007,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,0,1,False,False,False,True,False,0.442591,0.021277,0.071154,0.470842,0.004782,0.414552,0.500526,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,0,0,True,False,True,False,False,0.013672,0.468085,0.041431,0.528117,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,0,0,True,False,True,False,False,0.442857,0.276596,0.05203,0.459238,0.003481,0.42724,0.503509,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,0,0,True,False,True,False,False,0.903146,0.170213,0.028942,0.134037,0.001888,0.207664,0.687281,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,0,0,True,False,True,False,False,0.42914,0.042553,0.055242,0.234752,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,1,1,True,True,False,False,False,0.446927,0.574468,0.041582,0.310622,0.001288,0.254531,0.590351,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,1,True,True,False,False,False,0.013318,0.276596,0.081002,0.528563,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,1,0,False,False,False,False,True,0.026326,0.87234,0.074517,0.271794,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,0,0,True,False,True,False,False,0.912084,0.617021,0.043023,0.318506,0.002881,0.31072,0.552193,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,0,0,True,False,True,False,False,0.880669,0.829787,0.035427,0.341267,0.002248,0.304247,0.768421,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,0,0,True,False,True,False,False,0.885536,0.234043,0.045785,0.281761,0.002948,0.336613,0.682895,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,1,1,True,True,False,False,False,0.026901,0.553191,0.134262,0.578251,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,1,0,False,False,False,False,True,0.027521,0.93617,0.074817,0.412972,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,0,1,False,False,False,True,False,0.005133,0.893617,0.056323,0.456709,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,0,0,True,False,True,False,False,0.004646,0.255319,0.086075,0.397352,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,0,1,False,False,False,True,False,0.893589,0.680851,0.077519,0.644302,0.005096,0.592698,0.589912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,0,0,True,False,True,False,False,0.433388,0.06383,0.040801,0.104433,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,1,1,True,True,False,False,False,0.894651,0.659574,0.119611,0.70961,0.007432,0.661574,0.653509,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,1,0,False,False,False,False,True,0.885448,0.021277,0.042152,0.451056,0.002588,0.376489,0.707018,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,0,0,True,False,True,False,False,0.018362,0.659574,0.068422,0.229545,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,1,1,True,True,False,False,False,0.446971,0.808511,0.076768,0.667807,0.005307,0.405748,0.478509,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,0,0,True,False,True,False,False,0.46467,0.87234,0.032695,0.421154,0.002275,0.401346,0.301754,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,0,0,True,False,True,False,False,0.885271,0.212766,0.027921,0.206932,0.001824,0.238477,0.71886,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,0,0,True,False,True,False,False,0.013185,0.042553,0.040801,0.308093,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,1,False,False,False,True,False,0.90704,0.446809,0.061367,0.507587,0.004225,0.720352,0.232895,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,1,0,False,False,False,False,True,0.42507,0.021277,0.075868,0.28429,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,0,0,True,False,True,False,False,0.876775,0.085106,0.02603,0.167212,0.00085,0.256085,0.730263,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,1,0,False,False,False,False,True,0.875802,0.489362,0.030833,0.34945,0.001429,0.242361,0.864474,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0,True,False,True,False,False,0.885448,0.510638,0.029092,0.542249,0.001953,0.529518,0.490351,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,1,0,False,False,False,False,True,8.8e-05,0.978723,0.075868,0.46385,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,1,0,False,False,False,False,True,0.031901,0.595745,0.074817,0.258703,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,1,1,True,True,False,False,False,0.022654,0.489362,0.098955,0.36983,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,1,0,False,False,False,False,True,0.018318,0.255319,0.060106,0.172865,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,1,0,False,False,False,False,True,0.032034,0.957447,0.089798,0.332044,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,0,0,True,False,True,False,False,0.014336,0.914894,0.071785,0.444362,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,0,1,False,False,False,True,False,0.911508,0.93617,0.03894,0.342606,0.002472,0.258674,0.79693,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,0,True,False,True,False,False,0.47374,0.12766,0.023838,0.089259,0.001587,0.165458,0.721491,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,1,False,False,False,True,False,0.451971,0.361702,0.045725,0.775067,0.003041,0.665717,0.410088,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,1,1,True,True,False,False,False,0.443476,0.787234,0.102918,0.654418,0.006832,0.613931,0.525877,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,0,0,True,False,True,False,False,0.447016,0.085106,0.027411,0.315531,0.000837,0.336095,0.658333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,1,1,True,True,False,False,False,0.031724,0.680851,0.104089,0.491669,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,1,0,False,False,False,False,True,0.03199,0.212766,0.077489,0.109789,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,1,True,True,False,False,False,0.907261,0.425532,0.107061,0.527075,0.007067,0.6261,0.504386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103,1,1,True,True,False,False,False,0.902925,0.553191,0.096673,0.487057,0.006533,0.59477,0.405702,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,0,0,True,False,True,False,False,0.898721,0.191489,0.06575,0.223892,0.00424,0.328327,0.747807,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,0,0,True,False,True,False,False,0.473298,0.170213,0.015011,0.183279,0.000839,0.204039,0.608772,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,0,1,False,False,False,True,False,0.880404,0.446809,0.028372,0.56025,0.001967,0.590109,0.379386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,0,0,True,False,True,False,False,0.87682,0.042553,0.028642,0.268373,0.001359,0.354221,0.679825,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,0,0,True,False,True,False,False,0.469094,0.06383,0.027591,0.110979,0.00182,0.265407,0.573246,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,1,False,False,False,True,False,0.893633,0.914894,0.060856,0.533472,0.003176,0.395132,0.681579,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,0,1,False,False,False,True,False,0.907349,0.404255,0.069052,0.526927,0.004639,0.575608,0.456579,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,1,1,True,True,False,False,False,0.871731,0.361702,0.032094,0.583457,0.002056,0.530554,0.704386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,0,0,True,False,True,False,False,0.43883,0.404255,0.049898,0.357632,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,0,0,True,False,True,False,False,0.460688,0.957447,0.045124,0.499851,0.003066,0.355774,0.265789,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,0,0,True,False,True,False,False,0.000796,0.212766,0.076018,0.135079,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115,0,1,False,False,False,True,False,0.889518,0.340426,0.03954,0.645641,0.002773,0.663387,0.279386,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,0,0,True,False,True,False,False,0.022211,0.617021,0.062838,0.439899,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,1,1,True,True,False,False,False,0.00031,0.340426,0.179596,0.528265,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,1,1,True,True,False,False,False,0.482412,0.765957,0.093341,0.496876,0.006483,0.509839,0.308333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,0,0,True,False,True,False,False,0.881377,0.297872,0.029332,0.393782,0.001957,0.430088,0.432456,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,1,0,False,False,False,False,True,0.880492,0.787234,0.05323,0.602053,0.003731,0.571724,0.228509,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,1,1,True,True,False,False,False,0.902969,0.595745,0.128378,0.5,0.008774,0.718022,0.208333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,0,1,False,False,False,True,False,0.893722,0.808511,0.040801,0.676138,0.003045,0.618074,0.362719,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,0,1,False,False,False,True,False,0.455732,0.382979,0.042122,0.668253,0.00285,0.618332,0.520175,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0,0,True,False,True,False,False,0.465555,0.957447,0.029062,0.436924,0.001961,0.198343,0.691228,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,0,1,False,False,False,True,False,0.893589,0.446809,0.066831,0.667956,0.00441,0.657431,0.503947,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0,0,True,False,True,False,False,0.455467,0.595745,0.036238,0.512199,0.002459,0.562144,0.438596,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,1,1,True,True,False,False,False,0.434361,0.744681,0.051039,0.432609,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,True,False,True,False,False,0.876643,0.787234,0.028762,0.536001,0.001901,0.508545,0.429386,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129,0,0,True,False,True,False,False,0.460997,0.893617,0.030023,0.402708,0.002077,0.34231,0.362281,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,1,1,True,True,False,False,False,0.903234,0.617021,0.081722,0.480512,0.005555,0.550492,0.390789,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,1,1,True,True,False,False,False,0.46936,0.382979,0.051099,0.426212,0.003373,0.341274,0.571053,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,0,0,True,False,True,False,False,0.911995,0.170213,0.043353,0.19994,0.002875,0.26696,0.628509,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,1,1,True,True,False,False,False,0.439051,0.382979,0.061727,0.512943,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,1,1,True,True,False,False,False,0.014291,0.340426,0.056263,0.606367,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,0,0,True,False,True,False,False,0.867174,0.297872,0.035217,0.383071,0.002416,0.312791,0.332018,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,0,0,True,False,True,False,False,0.995443,0.255319,0.029843,0.240256,0.001759,0.236147,0.853509,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,1,0,False,False,False,False,True,0.027167,0.893617,0.080161,0.370128,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,0,1,False,False,False,True,False,0.013185,0.319149,0.041281,0.530497,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0,0,True,False,True,False,False,0.880757,0.319149,0.027381,0.184766,0.000821,0.117297,0.873246,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,0,0,True,False,True,False,False,0.424937,0.021277,0.06584,0.246206,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,0,0,True,False,True,False,False,0.026592,0.212766,0.088117,0.289497,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,1,1,True,True,False,False,False,0.889297,0.340426,0.038189,0.44704,0.002009,0.310979,0.598246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,0,0,True,False,True,False,False,0.424671,0.0,0.056923,0.195775,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,1,0,False,False,False,False,True,0.452369,0.106383,0.03984,0.383666,0.002715,0.393061,0.600877,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,0,0,True,False,True,False,False,0.031061,0.021277,0.050829,0.183576,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,0,True,False,True,False,False,0.018185,0.510638,0.046866,0.490628,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,1,1,True,True,False,False,False,0.009159,0.808511,0.119761,0.697411,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,1,1,True,True,False,False,False,0.903102,0.319149,0.087126,0.533323,0.005779,0.531849,0.528947,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149,0,0,True,False,True,False,False,0.009734,0.148936,0.041582,0.209461,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,0,0,True,False,True,False,False,0.001062,0.468085,0.043983,0.536001,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,0,0,True,False,True,False,False,0.885492,0.574468,0.031914,0.511752,0.002221,0.625583,0.346053,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,0,0,True,False,True,False,False,0.903057,0.851064,0.070494,0.533323,0.005004,0.52175,0.393421,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,0,0,True,False,True,False,False,0.437812,0.702128,0.050739,0.481404,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,0,0,True,False,True,False,False,0.867705,0.340426,0.029903,0.350342,0.000841,0.193164,0.887281,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,1,False,False,False,True,False,0.885536,0.404255,0.03936,0.567688,0.002765,0.649404,0.217544,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,1,1,True,True,False,False,False,0.911907,0.276596,0.095382,0.477239,0.006496,0.642413,0.344298,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,1,1,True,True,False,False,False,0.027167,0.510638,0.074817,0.462957,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,1,0,False,False,False,False,True,0.880448,0.042553,0.034226,0.22285,0.002221,0.312015,0.55614,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,0,0,True,False,True,False,False,0.43383,0.319149,0.045785,0.480958,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160,0,0,True,False,True,False,False,0.00469,0.06383,0.076798,0.437072,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,0,0,True,False,True,False,False,0.45613,0.553191,0.034106,0.367153,0.001589,0.295702,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,0,0,True,False,True,False,False,0.018583,0.595745,0.054281,0.44332,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,0,0,True,False,True,False,False,0.031016,0.553191,0.059265,0.226569,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,0,0,True,False,True,False,False,0.460953,0.957447,0.035097,0.537043,0.002397,0.365873,0.50307,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,0,0,True,False,True,False,False,0.430069,0.978723,0.06644,0.417882,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
166,0,0,True,False,True,False,False,0.021946,0.851064,0.057464,0.444362,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,1,1,True,True,False,False,False,0.447414,0.595745,0.059205,0.570515,0.004445,0.600207,0.210965,0.0,0.0,0.0,0.0,1.0,0.0,0.0
168,1,1,True,True,False,False,False,0.425733,0.574468,0.084664,0.522315,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,1,1,True,True,False,False,False,0.022521,0.382979,0.087847,0.51443,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,0,0,True,False,True,False,False,0.893677,0.170213,0.02684,0.184915,0.001714,0.278094,0.785965,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0,1,False,False,False,True,False,0.894518,0.851064,0.063738,0.694882,0.004258,0.613154,0.535088,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,1,0,False,False,False,False,True,0.875802,0.340426,0.032305,0.31925,0.001757,0.199379,0.869737,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0,0,True,False,True,False,False,0.87182,0.744681,0.027531,0.534365,0.001784,0.577939,0.597807,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0,0,True,False,True,False,False,0.43883,0.276596,0.056443,0.155311,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
