index,y_true,y_pred,correct,tp,tn,fp,fn,f0,f1,f2,f3,f4
65,0,1,False,False,False,True,False,-0.167353,-0.48184,1.102682,0.445023,0.532582
66,0,0,True,False,True,False,False,-0.601794,0.025749,1.056952,-1.327813,-0.660474
67,0,0,True,False,True,False,False,-0.575923,0.060459,0.210553,-0.875196,0.787086
68,0,1,False,False,False,True,False,-0.199499,-0.910812,0.011977,1.900841,-1.176951
69,1,1,True,True,False,False,False,-0.693499,-0.770344,-0.066382,2.076364,1.633836
70,0,0,True,False,True,False,False,-0.768694,-0.380597,1.5346,-1.744597,-0.880796
71,0,0,True,False,True,False,False,2.440457,-0.778594,-0.508374,-0.594955,-0.021503
72,0,0,True,False,True,False,False,2.435775,-0.75932,-0.608944,-0.383389,0.001322
73,1,1,True,True,False,False,False,-0.387903,-0.09778,0.123435,1.202149,-1.144699
74,0,0,True,False,True,False,False,0.548758,1.79939,-1.304911,-0.834451,-0.432566
75,0,1,False,False,False,True,False,0.601848,-0.232107,0.511131,0.893309,1.049264
76,0,0,True,False,True,False,False,-0.588519,1.171958,0.292444,0.206941,0.335101
77,0,0,True,False,True,False,False,-0.483921,0.639844,0.436139,0.146746,-0.533804
78,0,0,True,False,True,False,False,-0.856824,-1.148177,-0.558795,0.004679,-0.136583
79,0,0,True,False,True,False,False,-0.75511,-0.160173,0.880969,-1.090817,-0.491231
80,1,1,True,True,False,False,False,0.565934,-0.545493,1.026945,0.609262,0.839612
81,1,1,True,True,False,False,False,-0.261839,-0.824677,1.649498,0.906567,0.830566
82,0,0,True,False,True,False,False,-0.269544,1.43657,1.045801,-1.11523,-0.509865
83,1,1,True,True,False,False,False,0.914472,-0.314894,0.919373,0.58982,1.191834
84,0,0,True,False,True,False,False,-0.44121,-0.330898,2.124422,1.119478,-0.854611
85,1,1,True,True,False,False,False,-0.633034,-0.359387,1.855748,1.021566,1.434433
86,0,0,True,False,True,False,False,-0.79122,-0.308479,1.586241,-1.405747,-0.624088
87,0,0,True,False,True,False,False,-0.009587,1.893414,-1.377187,-0.791359,0.537815
88,0,0,True,False,True,False,False,3.074148,-0.917316,-0.971787,-0.364714,-0.007413
89,0,0,True,False,True,False,False,2.150657,-1.092587,-0.623467,-0.217262,-0.27358
90,0,0,True,False,True,False,False,0.874995,0.251069,-1.112195,-0.613856,0.001548
91,0,0,True,False,True,False,False,-0.349305,0.87011,1.80764,-1.294405,-0.672845
92,0,0,True,False,True,False,False,-0.640853,0.308997,0.409568,-1.089428,0.450351
93,1,1,True,True,False,False,False,-0.005876,-1.086568,1.613785,-1.317891,-0.820672
94,0,1,False,False,False,True,False,-0.737529,-0.172111,0.146166,1.142653,-0.99688
95,0,0,True,False,True,False,False,-0.205759,1.817168,0.452002,0.302594,-0.518143
96,0,0,True,False,True,False,False,-0.092035,2.561289,-1.351334,-0.846777,0.356461
97,0,0,True,False,True,False,False,2.699199,-1.791232,-0.709932,-0.386324,-0.279651
98,1,1,True,True,False,False,False,0.244355,0.460349,1.141162,0.284564,-0.496662
99,0,0,True,False,True,False,False,-0.695168,-0.284077,1.794198,0.850775,-0.774713
100,1,1,True,True,False,False,False,-0.716686,-0.859901,-0.386859,1.582899,-1.377785
101,0,0,True,False,True,False,False,3.087377,-0.806858,-0.367102,-0.64754,-0.243671
102,0,0,True,False,True,False,False,0.545648,1.255948,-1.214171,-0.752769,0.166803
103,0,0,True,False,True,False,False,0.001876,2.168213,-1.3392,0.560415,-0.540882
104,1,1,True,True,False,False,False,-0.370313,-0.936377,0.850151,1.460921,2.823057
105,1,1,True,True,False,False,False,-0.788518,-1.116878,-0.163882,1.386397,3.139984
106,0,0,True,False,True,False,False,-0.628374,0.450973,0.108703,-0.085295,-0.341742
107,1,1,True,True,False,False,False,-0.718133,-0.618257,0.135733,-0.069502,2.063251
108,1,1,True,True,False,False,False,-0.42713,-0.587492,-0.261305,0.851629,1.568752
109,1,1,True,True,False,False,False,-0.084287,-0.269613,0.628514,-1.753584,2.855161
110,1,0,False,False,False,False,True,-0.809355,-0.977981,0.198423,0.391028,-0.136583
111,0,0,True,False,True,False,False,-0.053881,1.049323,-1.516642,-0.807409,0.184177
112,0,0,True,False,True,False,False,-0.753484,-0.701102,0.926483,0.871314,-0.136583
113,0,0,True,False,True,False,False,-1.09965,0.006021,0.744093,0.220672,-0.136583
114,1,1,True,True,False,False,False,0.191314,0.77148,1.12076,-1.331121,-0.478306
115,0,0,True,False,True,False,False,-0.072387,0.196607,-0.184032,-0.208827,0.245977
116,0,0,True,False,True,False,False,-0.095822,2.254964,-1.627087,0.048233,0.187144
117,0,0,True,False,True,False,False,-0.546473,-0.079978,-0.148172,-0.848381,-0.34802
118,1,1,True,True,False,False,False,-0.598224,-0.375108,0.942325,-1.732816,2.614465
119,1,1,True,True,False,False,False,-0.335927,-1.176975,0.929282,0.635946,-1.027937
120,0,0,True,False,True,False,False,0.084955,0.322803,-1.136161,-0.649363,-0.257086
121,1,1,True,True,False,False,False,-0.77241,-0.93395,-0.250395,0.504671,-0.872101
122,0,0,True,False,True,False,False,-0.707541,0.168266,1.877964,-1.464665,-0.721839
123,0,0,True,False,True,False,False,1.611815,-0.007668,-0.327944,0.048682,-0.543887
124,0,0,True,False,True,False,False,-0.298261,1.389006,0.824185,-1.108954,-0.136583
125,1,0,False,False,False,False,True,0.164118,-0.198431,-0.272261,0.898545,1.130628
126,0,0,True,False,True,False,False,0.359711,-0.534084,-0.995089,-0.363881,-0.136583
127,1,1,True,True,False,False,False,-0.430124,-0.632081,1.229542,1.040523,2.581439
128,1,1,True,True,False,False,False,-0.283074,-0.832066,1.291351,0.959484,2.626261
129,0,1,False,False,False,True,False,0.498067,-0.02997,1.561053,-1.087953,-0.454999
130,0,0,True,False,True,False,False,1.082895,-0.573388,-0.988894,-0.354709,0.009217
131,0,0,True,False,True,False,False,-0.210768,1.45644,-1.244111,-0.19607,-0.659062
132,0,0,True,False,True,False,False,-0.625994,0.517279,-0.109813,-0.16608,-0.33682
133,0,0,True,False,True,False,False,0.574319,0.1313,-1.148678,-0.66567,-0.004908
134,0,0,True,False,True,False,False,0.093218,1.999118,-1.338462,-0.755972,-0.386174
135,1,1,True,True,False,False,False,-0.765248,-0.865568,0.222208,2.10185,-1.610763
136,1,1,True,True,False,False,False,-0.689457,-1.123339,-0.189319,1.443093,1.538892
137,0,1,False,False,False,True,False,-0.682251,-0.922867,0.446242,1.685921,1.327932
138,1,1,True,True,False,False,False,-0.720502,-0.69698,-0.017142,-0.960677,2.279869
139,0,0,True,False,True,False,False,-0.544879,0.085146,0.33303,0.112382,-0.506858
140,0,0,True,False,True,False,False,-0.70947,-0.48375,1.294615,-1.680818,-1.409014
141,1,1,True,True,False,False,False,-0.814759,-0.710834,-0.548108,0.006,1.379834
142,0,0,True,False,True,False,False,-0.309303,1.047278,0.198274,-0.011421,0.197785
143,0,0,True,False,True,False,False,-0.229768,2.148297,-1.645664,-0.817391,-0.405786
144,1,0,False,False,False,False,True,-0.79602,-0.680303,0.44111,1.447349,-0.136583
145,0,0,True,False,True,False,False,-0.369225,1.069145,0.086724,-0.818018,-0.4108
146,1,0,False,False,False,False,True,-0.812016,-0.877737,0.068569,1.61195,-0.136583
147,0,0,True,False,True,False,False,1.611407,-1.036327,-0.92796,-0.416213,-0.053975
148,0,0,True,False,True,False,False,-0.409093,0.43672,1.202095,-1.217797,-0.136583
149,1,0,False,False,False,False,True,-0.528952,0.113734,0.216577,0.228779,0.525428
150,0,0,True,False,True,False,False,-0.446985,1.350137,0.769173,0.37972,-0.136583
151,0,0,True,False,True,False,False,-0.498568,1.92434,-1.463707,-0.034868,1.518768
152,0,0,True,False,True,False,False,-0.494897,-0.363963,1.663091,1.396466,-1.033246
153,1,1,True,True,False,False,False,0.076903,-1.093594,1.169473,0.442015,0.5357
154,1,1,True,True,False,False,False,-0.330332,0.459515,0.617125,1.765868,-0.932881
155,0,0,True,False,True,False,False,-0.343317,1.083222,-1.372604,-0.087599,-0.136583
156,1,1,True,True,False,False,False,-0.546828,-0.545841,1.677571,0.646208,2.314632
157,1,1,True,True,False,False,False,0.051364,-0.674597,1.256924,1.879661,-1.067814
158,0,0,True,False,True,False,False,-0.529819,1.089144,-1.404216,-0.230338,0.122925
159,0,0,True,False,True,False,False,0.277369,-0.46119,-0.968489,-0.408554,-0.004064
160,0,1,False,False,False,True,False,-0.200299,-0.911569,0.011759,1.900213,-1.177132
161,0,0,True,False,True,False,False,-0.521084,1.374154,0.048098,-0.05205,0.218028
162,0,0,True,False,True,False,False,-0.353682,0.994156,0.893688,-1.208842,-0.136583
163,0,0,True,False,True,False,False,-0.246259,1.488576,0.921945,-1.087345,-0.493408
164,0,0,True,False,True,False,False,0.018393,0.748861,-1.244708,-0.681979,-0.136583
165,0,0,True,False,True,False,False,3.156746,-1.819961,-0.660441,-0.590221,-0.217294
166,1,0,False,False,False,False,True,0.010691,1.353074,0.536049,0.106661,-0.405605
167,1,1,True,True,False,False,False,-0.400426,-1.05292,1.195807,2.533885,-1.318202
168,0,0,True,False,True,False,False,1.125574,0.303709,-0.400169,-0.271959,-0.353859
169,0,0,True,False,True,False,False,-0.544318,0.882906,-0.166551,-0.106806,-0.37095
170,0,0,True,False,True,False,False,3.246285,-0.807153,-0.463545,-0.090151,-0.33492
171,0,0,True,False,True,False,False,1.2548,-0.71782,-0.603125,-0.327695,-0.261478
172,0,0,True,False,True,False,False,0.134145,2.067209,-1.349052,-0.208018,0.873025
173,0,0,True,False,True,False,False,-0.106605,1.642455,0.427538,0.023135,-0.466242
174,1,0,False,False,False,False,True,-0.523255,-0.13605,1.54587,-1.178357,-1.139839
175,0,0,True,False,True,False,False,-0.545949,-0.139998,0.526151,0.457113,-0.503946
176,0,1,False,False,False,True,False,-0.808238,-1.11393,-0.32059,0.281321,-1.625863
177,0,0,True,False,True,False,False,1.839151,-0.120422,-1.094763,-0.597376,-0.136583
178,0,0,True,False,True,False,False,-0.096594,0.896337,-1.182078,-0.276022,0.07644
179,0,1,False,False,False,True,False,-0.814527,-1.128805,-0.148378,1.410414,1.485927
180,1,1,True,True,False,False,False,-0.406198,0.134003,1.476692,1.086334,-1.206704
181,0,0,True,False,True,False,False,0.135085,1.263186,-1.313679,-0.182479,-0.363647
182,0,0,True,False,True,False,False,-0.504,0.27948,0.484484,0.118225,0.30389
183,0,0,True,False,True,False,False,0.377854,0.700909,-1.31112,-0.705226,-0.320502
184,0,0,True,False,True,False,False,-0.626162,0.30506,2.500237,-1.622247,-0.76578
185,0,0,True,False,True,False,False,-0.738058,-0.384427,1.655128,-1.269181,-0.58501
186,0,0,True,False,True,False,False,0.308636,0.514529,-1.14858,-0.268376,-0.314384
187,1,0,False,False,False,False,True,-0.223341,2.006661,-1.417075,0.858283,-0.621424
188,0,0,True,False,True,False,False,-0.655099,1.001277,0.441369,-1.168501,-0.559776
189,1,0,False,False,False,False,True,-0.840163,-0.968822,-0.020359,-0.500597,-0.136583
190,1,1,True,True,False,False,False,-0.231975,-0.149292,1.450239,1.713089,-0.136583
191,1,0,False,False,False,False,True,-0.216926,-0.536412,1.583302,-1.328197,-0.136583
192,0,0,True,False,True,False,False,1.392223,-0.838844,-0.942093,-0.576347,-0.2024
193,1,0,False,False,False,False,True,-0.681099,-0.096945,0.133092,0.395262,-0.136583
194,0,0,True,False,True,False,False,-0.474025,-0.186234,1.311785,-1.169833,-0.55451
195,0,0,True,False,True,False,False,0.515709,0.980256,-1.273593,-0.232944,0.151753
196,0,0,True,False,True,False,False,-0.121967,0.048955,1.101785,-1.216973,-0.493913
197,0,0,True,False,True,False,False,-0.825164,-0.554121,1.063263,-1.43109,0.617216
198,0,0,True,False,True,False,False,2.314561,-0.567653,-0.511269,-0.261242,0.83758
199,1,0,False,False,False,False,True,-0.684223,-0.439152,0.659094,-1.008496,-0.481395
200,1,1,True,True,False,False,False,-0.601688,-0.796831,1.368807,0.908099,2.309403
201,1,0,False,False,False,False,True,-0.319788,0.966731,0.151784,0.25702,-0.83963
202,0,0,True,False,True,False,False,0.157106,1.58622,-1.269631,0.99957,-0.791884
203,0,0,True,False,True,False,False,-0.225641,0.695105,-0.000374,-0.100654,0.188234
204,0,0,True,False,True,False,False,2.963007,-0.790653,-0.549361,0.324577,-0.453856
205,0,0,True,False,True,False,False,-0.18878,1.032497,-0.157656,-0.133588,-0.39552
206,0,0,True,False,True,False,False,-0.065447,0.491041,-1.238128,-0.676529,0.047073
207,0,0,True,False,True,False,False,0.519051,1.119612,-1.193808,-0.709655,0.449607
208,1,1,True,True,False,False,False,0.58544,1.162077,0.353129,0.351402,-0.462245
209,0,0,True,False,True,False,False,1.75753,-0.794989,-0.942049,-0.403957,-0.203447
210,0,0,True,False,True,False,False,0.996675,0.593842,0.64951,-0.799335,-0.34047
211,0,0,True,False,True,False,False,-0.638071,-0.275359,2.084517,-1.572716,1.002329
212,0,0,True,False,True,False,False,-0.53335,1.182016,0.346084,0.349631,-0.729853
213,1,1,True,True,False,False,False,-0.826775,-0.871233,0.109032,1.464197,-1.663537
214,1,0,False,False,False,False,True,-0.830541,-1.32347,-0.982794,0.089852,1.413601
215,0,0,True,False,True,False,False,-0.600487,0.513436,0.283583,0.063565,-0.554557
216,0,1,False,False,False,True,False,0.497112,-0.151995,1.2963,0.213605,0.368913
217,0,0,True,False,True,False,False,1.150308,-0.19359,-1.032783,-0.602988,-0.017872
218,1,0,False,False,False,False,True,-0.376954,1.422165,-1.590908,-0.849221,-0.393597
219,1,1,True,True,False,False,False,-0.118127,-0.088826,1.108247,-1.094875,-0.821763
220,0,0,True,False,True,False,False,-0.80826,-0.955123,-0.349451,0.9141,-0.136583
221,1,1,True,True,False,False,False,-0.754724,-1.828733,-1.376281,-1.861573,-1.865957
222,0,0,True,False,True,False,False,2.116874,-0.913323,-0.632608,-0.333514,-0.223285
223,0,1,False,False,False,True,False,0.255127,0.466389,0.198731,-0.034358,0.961283
224,1,1,True,True,False,False,False,0.633417,0.448764,1.265158,-0.961693,-0.401941
225,1,1,True,True,False,False,False,0.128377,-1.07597,0.545623,1.487925,2.056997
226,0,0,True,False,True,False,False,-0.788947,-1.073977,-0.437752,0.715785,3.085261
227,0,0,True,False,True,False,False,-0.82617,-1.031679,-0.117513,-0.830359,-0.96625
228,0,0,True,False,True,False,False,-0.116366,2.707401,-1.596539,-0.074915,-0.380993
229,0,0,True,False,True,False,False,0.258387,1.575915,-1.241612,-0.69713,-0.323042
230,1,0,False,False,False,False,True,-0.088193,0.118387,-1.664552,0.931374,-0.672241
231,1,1,True,True,False,False,False,-0.7689,-0.672487,0.393564,1.898945,-0.136583
232,1,1,True,True,False,False,False,-0.141088,1.348821,1.093216,0.439847,-0.525394
233,0,0,True,False,True,False,False,1.461081,-0.128506,-0.293316,-0.074375,-0.369098
234,0,0,True,False,True,False,False,-0.398777,-0.359467,0.919816,-0.924317,-0.424889
235,0,0,True,False,True,False,False,-0.110738,1.384388,-0.086463,-0.00044,-0.783978
236,0,1,False,False,False,True,False,-0.72042,-0.81502,0.254559,1.957674,-1.188037
237,1,0,False,False,False,False,True,-0.72097,-0.254925,-0.174105,0.818723,-0.136583
238,0,0,True,False,True,False,False,2.443938,-1.109536,-1.827044,0.136895,-0.575966
239,0,1,False,False,False,True,False,-0.836039,-1.088075,-0.26404,1.389398,1.860548
240,0,0,True,False,True,False,False,-0.689987,-0.531124,1.494078,-1.382655,0.550403
241,0,0,True,False,True,False,False,-0.865385,-1.177932,-0.575726,-0.012852,-0.73108
242,0,0,True,False,True,False,False,0.092807,1.109988,-1.250257,-0.75362,0.298568
243,0,0,True,False,True,False,False,0.017759,1.759851,-1.201327,-0.704939,-0.345666
244,0,0,True,False,True,False,False,-0.186574,0.811278,0.015352,-0.815155,-0.35367
245,0,0,True,False,True,False,False,-2.933743,-2.982485,-0.338821,-0.246972,-0.136583
246,0,0,True,False,True,False,False,-0.681877,0.617507,0.868467,0.32324,-0.669206
247,0,0,True,False,True,False,False,-0.527622,2.032699,-1.382775,-0.085095,-0.368004
248,0,0,True,False,True,False,False,-1.14651,-2.395539,-2.025827,-1.119516,-0.136583
249,0,0,True,False,True,False,False,1.767533,-0.667959,-0.502926,-0.220784,-0.81932
250,0,0,True,False,True,False,False,-0.553105,-0.161794,1.770123,0.978692,-0.849602
251,0,1,False,False,False,True,False,-0.232196,0.711942,0.588965,0.876549,1.589444
252,0,0,True,False,True,False,False,2.763526,-0.686208,0.051647,-0.753883,-0.28142
253,0,0,True,False,True,False,False,-0.51699,1.118014,0.719002,0.791091,-0.136583
254,0,0,True,False,True,False,False,-0.325619,1.495391,0.340184,0.157853,-0.472189
255,0,0,True,False,True,False,False,-0.558467,-0.146977,1.479977,-1.24563,-0.606156
256,0,0,True,False,True,False,False,3.5507,-1.868177,-0.954588,-0.582904,-0.212993
257,0,0,True,False,True,False,False,-0.197269,1.93139,-1.650455,-0.877977,-0.401566
258,0,0,True,False,True,False,False,0.270125,1.750004,-1.280137,-0.122353,0.938009
259,0,0,True,False,True,False,False,-0.221603,1.661761,0.262944,0.004875,-0.443363
260,0,0,True,False,True,False,False,1.982222,-1.005924,-0.942457,-0.375265,-0.254898
261,0,0,True,False,True,False,False,0.804123,-0.171006,-1.005419,-0.595765,-0.017141
262,0,0,True,False,True,False,False,0.222148,-0.31967,-1.085998,-0.621483,-0.136583
263,0,0,True,False,True,False,False,-0.716611,-0.812639,1.941816,-1.315942,0.55488
264,0,0,True,False,True,False,False,-0.032537,0.142463,-1.083358,-0.651189,-0.136583
265,0,0,True,False,True,False,False,-0.063907,1.770508,-1.310893,-0.774716,-0.366298
266,0,1,False,False,False,True,False,-0.254646,-0.550157,1.341685,0.420002,0.468722
267,0,1,False,False,False,True,False,-0.712059,-0.854212,-0.105827,1.068519,4.22589
268,0,1,False,False,False,True,False,-0.668135,-0.910464,1.324882,0.603415,0.919962
269,1,0,False,False,False,False,True,-0.351223,-0.16526,1.890121,0.920854,-0.758932
270,0,0,True,False,True,False,False,1.901638,-1.727615,-0.586876,-0.292441,-0.243371
271,1,1,True,True,False,False,False,-0.434786,-0.76159,1.549836,0.512114,1.946386
272,0,0,True,False,True,False,False,-0.61852,-0.013649,2.265016,-1.648617,-0.773226
273,0,0,True,False,True,False,False,1.918873,-0.024847,-1.123708,-0.31381,0.349482
274,1,1,True,True,False,False,False,-0.105253,-0.108966,1.264045,0.42305,2.095998
275,1,1,True,True,False,False,False,-0.747387,-0.83791,-0.225784,1.590068,1.919771
276,1,1,True,True,False,False,False,-0.544152,-0.618372,1.522995,1.064803,2.45019
277,0,0,True,False,True,False,False,-0.828177,-1.062527,-0.374205,0.242096,3.430001
278,1,0,False,False,False,False,True,-0.599206,-0.125945,1.948461,-1.311162,-1.245154
279,0,0,True,False,True,False,False,-0.754299,-0.353471,1.382746,-1.457278,-1.1715
280,0,0,True,False,True,False,False,0.833038,0.224596,-0.245083,1.605083,-0.823686
281,0,0,True,False,True,False,False,-0.690406,-0.057771,-1.122825,0.045122,0.818249
282,0,0,True,False,True,False,False,3.14233,-0.715744,-0.41984,0.15821,-0.365134
283,0,0,True,False,True,False,False,-0.741158,-0.522544,1.19089,0.842728,-0.136583
284,0,0,True,False,True,False,False,-0.543362,-0.116556,0.944108,0.279145,-1.066195
285,0,0,True,False,True,False,False,1.383466,-0.3082,-0.987592,-0.354895,-0.028952
286,0,0,True,False,True,False,False,0.88954,1.308283,-1.343089,-0.762464,-0.326504
287,0,1,False,False,False,True,False,-0.508254,-0.299082,1.591611,0.724708,0.8092
288,0,0,True,False,True,False,False,-1.227578,0.521391,0.065683,0.404558,-0.136583
289,0,0,True,False,True,False,False,3.192765,-1.804381,-0.632428,-0.597434,-0.021639
290,1,0,False,False,False,False,True,-0.839197,-0.666424,-0.498764,0.393819,-0.136583
291,0,1,False,False,False,True,False,-0.836348,-0.91932,0.358694,2.445339,-0.136583
292,1,1,True,True,False,False,False,0.442764,1.48813,0.513098,-0.909369,-0.425068
293,0,0,True,False,True,False,False,-0.063977,1.771037,-1.311017,-0.775105,-0.365914
294,0,1,False,False,False,True,False,-0.821891,-0.998171,-0.413961,0.747348,1.756869
295,0,0,True,False,True,False,False,-0.510127,0.924126,-1.156828,-0.705424,-0.295005
296,0,0,True,False,True,False,False,1.011033,0.769577,-1.166389,-0.686034,-0.311901
297,0,0,True,False,True,False,False,0.52591,0.569379,-1.166201,-1.008378,2.45839
298,0,0,True,False,True,False,False,-0.663103,-0.284888,1.344321,-1.119831,-0.591382
299,0,0,True,False,True,False,False,-0.609016,-0.299799,1.097031,0.512487,-0.764411
300,1,1,True,True,False,False,False,-0.722976,-0.692352,0.003703,-0.983232,2.434468
301,0,0,True,False,True,False,False,1.653982,-0.353302,-0.984723,-0.344136,0.024499
302,1,0,False,False,False,False,True,-0.346997,0.084617,1.719022,0.612364,-0.658336
303,0,0,True,False,True,False,False,-0.664144,0.725479,0.161519,-0.025174,-0.136583
304,1,1,True,True,False,False,False,-0.668178,-0.866392,0.027356,0.92398,1.664534
305,0,0,True,False,True,False,False,1.445942,0.778859,-1.142872,-0.282519,0.061048
306,0,0,True,False,True,False,False,-0.546084,-0.085148,1.484115,-1.23363,-0.609038
307,0,1,False,False,False,True,False,-0.762601,-0.64963,0.385838,1.930557,-1.202757
308,0,1,False,False,False,True,False,-0.520461,-0.915035,1.230828,1.12706,1.268177
309,0,0,True,False,True,False,False,-0.053854,2.699552,-1.541831,-0.814705,-0.380498
310,0,1,False,False,False,True,False,-0.607081,0.713211,0.206131,2.252415,-1.16025
311,0,0,True,False,True,False,False,-0.706015,0.222833,0.245164,-0.076268,-0.136583
312,0,0,True,False,True,False,False,-0.467589,0.282817,-1.266528,-0.69277,-0.315907
313,0,0,True,False,True,False,False,-0.213099,0.852873,-1.217545,-0.704004,-0.136583
314,0,1,False,False,False,True,False,-0.179302,1.429932,-0.15545,1.205664,-0.770945
315,1,0,False,False,False,False,True,-0.629984,0.959881,0.082661,1.236297,-0.855417
