index,y_true,y_pred,correct,tp,tn,fp,fn,f0,f1,f2,f3,f4
27,0,0,True,False,True,False,False,1.779062,-0.389192,-0.380137,-0.636007,-0.249009
28,0,0,True,False,True,False,False,1.987008,-0.718436,-0.420938,-0.053588,0.641306
29,0,0,True,False,True,False,False,1.262567,-0.543059,-0.597954,-0.317699,-0.26898
30,0,0,True,False,True,False,False,-0.57117,-0.178867,1.2963,0.473012,-0.564847
31,1,1,True,True,False,False,False,-0.601779,-0.660624,-0.060653,1.039769,-1.416891
32,1,1,True,True,False,False,False,-0.383516,-0.960202,0.992064,0.844385,-0.781714
33,0,1,False,False,False,True,False,-0.744591,-0.878906,0.528755,1.302672,-1.886259
34,0,0,True,False,True,False,False,0.97597,1.179502,-1.230206,-0.216779,0.14335
35,0,0,True,False,True,False,False,-0.348382,2.102342,0.2451,0.068493,-0.136583
36,0,0,True,False,True,False,False,0.641429,0.920835,-1.210943,-0.23196,0.2635
37,1,1,True,True,False,False,False,-0.401561,-0.194906,0.616974,0.374397,-0.789882
38,1,1,True,True,False,False,False,-0.80578,-0.628299,-0.510857,0.151867,-0.136583
39,0,0,True,False,True,False,False,-0.874945,-1.160086,-0.31892,1.11374,-0.136583
40,0,0,True,False,True,False,False,0.40968,0.088071,-1.059351,-0.618118,0.014264
41,0,0,True,False,True,False,False,0.169674,0.06879,-1.14511,-0.652717,-0.25311
42,0,0,True,False,True,False,False,0.576543,1.022344,-1.303301,0.044273,1.633037
43,1,1,True,True,False,False,False,-0.737823,-0.602202,0.589592,1.92772,-1.494926
44,0,0,True,False,True,False,False,-0.724077,-0.470495,1.252407,1.269064,-0.971146
45,0,0,True,False,True,False,False,2.353375,-0.663131,-0.399066,-0.60932,0.002511
46,0,1,False,False,False,True,False,-0.836897,-1.150571,-0.285294,-0.733568,0.78262
47,0,0,True,False,True,False,False,-0.756117,0.114133,0.060231,-0.083094,-0.136583
48,1,1,True,True,False,False,False,-0.801512,-1.17006,-0.538446,-0.985212,1.228507
49,0,0,True,False,True,False,False,-0.616735,-0.117661,0.012808,-0.024523,0.442158
50,0,0,True,False,True,False,False,-0.830803,-0.577824,1.112894,0.556646,0.586803
51,0,0,True,False,True,False,False,-0.79575,-0.395248,1.57658,-1.426777,-0.695805
52,1,1,True,True,False,False,False,-0.709059,-0.513414,1.789044,1.078173,2.0821
53,0,0,True,False,True,False,False,1.114488,-0.159186,-1.017256,-0.589315,-0.009184
54,0,0,True,False,True,False,False,-0.572562,0.037593,0.418353,0.178772,-1.034778
55,1,1,True,True,False,False,False,0.67881,-0.430142,0.781805,1.237765,-1.268856
56,0,0,True,False,True,False,False,-0.749996,-0.34675,1.394503,-1.449316,-1.221761
57,0,0,True,False,True,False,False,2.286695,-1.127559,-0.932262,-0.393278,-0.242841
58,0,0,True,False,True,False,False,-0.472843,-0.368756,2.279539,0.75219,-0.777805
59,0,0,True,False,True,False,False,0.608183,-0.100153,-1.132197,-0.62317,-0.002948
60,1,1,True,True,False,False,False,-0.241576,-0.782698,1.253066,1.263979,2.046712
61,0,0,True,False,True,False,False,2.805984,-0.663131,-0.53438,-0.824761,0.917396
62,1,1,True,True,False,False,False,-0.634832,-0.540865,0.42073,2.085692,-1.985039
63,0,1,False,False,False,True,False,-0.773784,-0.868509,-0.303205,-1.17161,-0.136583
64,0,0,True,False,True,False,False,0.187063,-2.287426,-1.262505,-2.132887,-1.588234
65,0,0,True,False,True,False,False,-0.41115,1.701347,-1.559094,0.274058,1.611808
66,0,0,True,False,True,False,False,-1.164415,-0.716902,0.784852,-1.545976,-0.850127
67,0,0,True,False,True,False,False,-0.446324,2.363453,-1.380316,-0.075726,1.041452
68,0,1,False,False,False,True,False,-0.816378,-1.170596,-0.2507,1.223479,2.009344
69,0,0,True,False,True,False,False,0.759988,0.603771,-1.201581,-0.654462,-0.270811
70,0,0,True,False,True,False,False,-0.091876,1.162664,-1.498177,-0.814762,-0.387651
71,1,1,True,True,False,False,False,0.275948,1.216197,0.851621,-0.998094,-0.419649
72,0,0,True,False,True,False,False,1.597457,-0.963943,-0.665013,-0.344569,-0.405967
73,1,0,False,False,False,False,True,-0.818418,-0.925262,0.117057,2.161759,-1.320383
74,1,1,True,True,False,False,False,0.084302,0.109386,0.967091,0.580182,1.347316
75,0,0,True,False,True,False,False,-0.664131,0.065876,0.443703,0.218109,-0.136583
76,0,0,True,False,True,False,False,-0.563331,-0.237747,1.265212,0.5861,-0.594419
77,0,0,True,False,True,False,False,-0.092404,1.247488,-1.17332,-0.23884,0.124402
78,0,0,True,False,True,False,False,-0.70237,0.392974,0.383774,0.147194,-0.136583
79,0,0,True,False,True,False,False,-0.660011,1.774632,-1.529477,-0.08479,0.234921
80,1,1,True,True,False,False,False,-0.281553,-0.427599,1.152432,-1.3451,2.406168
81,0,1,False,False,False,True,False,-0.233437,-0.2849,1.527058,-1.004575,0.789206
82,0,0,True,False,True,False,False,-0.585763,-0.295087,1.165799,-1.17867,-0.666669
83,0,0,True,False,True,False,False,1.362261,0.841746,-0.153867,-0.726161,-0.313183
84,0,0,True,False,True,False,False,0.181036,-0.22065,-1.035606,-0.599172,-0.237737
85,1,0,False,False,False,False,True,-0.522224,1.425749,1.5224,-1.038929,-0.466256
86,0,0,True,False,True,False,False,2.284249,-0.383825,-0.502082,-0.278208,-0.443529
87,1,1,True,True,False,False,False,0.337818,1.098826,0.97405,-0.94891,-0.388533
88,0,0,True,False,True,False,False,-0.681962,0.336938,0.685255,0.397743,-0.87009
89,0,0,True,False,True,False,False,-0.399416,1.481573,0.230357,-0.899141,-0.436784
90,0,0,True,False,True,False,False,-0.414074,0.995425,-1.268689,-0.735381,-0.307149
91,1,1,True,True,False,False,False,-0.407847,-0.897974,0.420049,1.89145,-0.136583
92,0,0,True,False,True,False,False,2.082568,-1.057028,-0.696164,-0.384072,0.014584
93,0,0,True,False,True,False,False,-0.606984,-0.021498,0.313342,-0.894938,-1.221118
94,1,1,True,True,False,False,False,0.069347,-0.633541,1.279984,1.880113,-1.040388
95,1,0,False,False,False,False,True,-0.695563,-0.689514,-1.514183,2.539573,-1.962611
96,0,0,True,False,True,False,False,1.970798,-0.122396,-1.087029,-0.609316,-0.136583
97,0,0,True,False,True,False,False,0.324753,1.68438,0.050859,-0.063676,-0.136583
98,1,1,True,True,False,False,False,0.000542,0.827552,0.367274,1.357158,-0.755919
99,0,0,True,False,True,False,False,2.326195,-0.622775,-0.985424,-0.224746,-0.290277
100,0,0,True,False,True,False,False,0.548758,1.79939,-1.304911,-0.834451,-0.432566
101,0,0,True,False,True,False,False,-0.577607,0.066487,2.47762,-1.547392,-0.901041
102,0,0,True,False,True,False,False,2.571371,-0.464645,-0.987709,-0.376327,-0.027085
103,1,1,True,True,False,False,False,0.164118,-0.198431,-0.272261,0.898545,1.130628
104,1,0,False,False,False,False,True,-0.796436,-1.312064,-0.991998,-1.333082,2.004289
105,1,0,False,False,False,False,True,-0.334553,1.64309,-1.377529,0.063521,1.076096
106,0,0,True,False,True,False,False,-0.684355,0.050471,0.636229,-1.095135,-0.551764
107,0,0,True,False,True,False,False,0.564269,1.376175,0.039927,0.306902,-0.472825
108,1,1,True,True,False,False,False,-0.481296,-0.285405,0.454963,2.069007,-0.136583
109,1,1,True,True,False,False,False,-0.41886,-0.645713,1.489951,1.641453,-1.144084
110,1,1,True,True,False,False,False,-0.796973,-0.973319,-0.35479,-0.802668,-0.136583
111,0,0,True,False,True,False,False,2.264057,-0.746213,-0.656705,-0.367637,-0.240134
112,1,1,True,True,False,False,False,-0.850105,-0.87919,-0.525279,0.219355,-0.136583
113,0,0,True,False,True,False,False,1.749309,-0.454522,-0.282508,1.021176,-0.787895
114,1,0,False,False,False,False,True,-0.213035,0.023258,-1.445009,-0.91633,-0.603465
115,1,1,True,True,False,False,False,-0.334328,-0.233164,0.178604,2.555793,-1.366125
116,0,0,True,False,True,False,False,0.571908,1.414962,-1.1876,-0.685793,-0.315899
117,1,1,True,True,False,False,False,0.191314,0.77148,1.12076,-1.331121,-0.478306
118,0,0,True,False,True,False,False,-0.719961,0.129314,0.672115,0.135537,-0.444233
119,0,0,True,False,True,False,False,0.350407,0.507044,0.34872,0.214308,0.532761
120,0,0,True,False,True,False,False,-0.55205,0.855681,0.656144,0.351038,-0.577517
121,0,0,True,False,True,False,False,1.888852,-0.930869,-0.556378,-0.60097,-0.013966
122,0,0,True,False,True,False,False,-0.474952,1.58904,-1.432521,-0.062211,-0.417928
123,0,0,True,False,True,False,False,2.023166,-0.634947,-0.426208,-0.607717,-0.246273
124,0,0,True,False,True,False,False,-0.44491,1.928077,-1.450477,0.967833,-0.804901
125,0,0,True,False,True,False,False,-0.273456,0.18904,-1.203419,-0.699836,-0.261147
126,0,0,True,False,True,False,False,0.804123,-0.171006,-1.005419,-0.595765,-0.017141
127,0,0,True,False,True,False,False,-1.246343,-0.145802,0.379506,-1.149822,-0.612095
128,1,1,True,True,False,False,False,0.153364,-0.99318,1.314713,-1.295659,0.45358
129,0,0,True,False,True,False,False,-0.487115,0.651335,0.518663,0.133124,-0.542932
130,0,0,True,False,True,False,False,-1.137285,1.094232,0.258892,-1.140521,-0.136583
131,0,0,True,False,True,False,False,-0.732679,-0.896573,0.138165,1.735373,-1.017187
132,0,0,True,False,True,False,False,0.667479,0.438706,-1.106604,-0.628959,0.020464
133,0,0,True,False,True,False,False,-0.639986,-1.053327,-0.112468,2.343623,-1.361074
134,0,0,True,False,True,False,False,1.553392,-0.155414,-0.438941,-0.632981,-0.243444
135,1,0,False,False,False,False,True,-0.420838,-0.151959,-0.314899,-1.180491,2.070322
136,0,0,True,False,True,False,False,1.202327,-1.187073,-0.903799,-0.378953,-0.264298
137,1,1,True,True,False,False,False,-0.809355,-0.977981,0.198423,0.391028,-0.136583
138,0,0,True,False,True,False,False,-0.469173,0.50567,-0.009256,-0.817039,-0.389145
139,0,0,True,False,True,False,False,2.21934,-1.760521,-0.935924,-0.576372,-0.215434
140,1,0,False,False,False,False,True,-0.541767,-0.297848,0.910188,0.547415,-0.723368
141,0,0,True,False,True,False,False,1.292157,-0.506779,-0.634214,-0.29549,0.13932
142,1,1,True,True,False,False,False,-0.710478,-0.84061,-0.359553,1.93013,-1.42147
143,0,0,True,False,True,False,False,-0.504,0.27948,0.484484,0.118225,0.30389
144,0,0,True,False,True,False,False,-0.491892,1.953492,-1.515105,0.155873,-0.136583
145,1,1,True,True,False,False,False,-0.160742,-0.001652,1.66937,1.26487,-0.136583
146,0,0,True,False,True,False,False,-0.818742,-1.106022,-0.361653,0.388293,2.127981
147,0,0,True,False,True,False,False,-0.685183,0.593208,0.726976,0.82013,-0.986962
148,1,1,True,True,False,False,False,-0.399814,-0.156671,0.072224,0.938907,-1.036307
149,1,0,False,False,False,False,True,-0.556026,-0.042214,0.938759,1.113225,-0.136583
150,0,0,True,False,True,False,False,1.410856,-0.732245,-0.931819,-0.402061,-0.039794
151,0,1,False,False,False,True,False,-0.8844,-1.141479,-0.35172,-1.155335,-0.136583
152,0,1,False,False,False,True,False,-0.178311,0.703682,0.61532,-1.042898,-1.009187
153,0,0,True,False,True,False,False,2.796238,-0.776078,-0.484928,-0.380328,-0.227095
154,0,0,True,False,True,False,False,0.920469,1.064939,-1.358038,-1.186723,-0.136583
155,0,0,True,False,True,False,False,1.101935,-0.048923,-1.072119,-0.255587,0.14765
156,0,0,True,False,True,False,False,-0.113712,0.656752,-0.353494,-0.169242,-0.662066
157,0,0,True,False,True,False,False,-0.64676,0.020638,2.072965,-1.297417,-0.789014
158,0,0,True,False,True,False,False,-0.550405,0.623264,-0.146488,-0.164566,0.1006
159,0,0,True,False,True,False,False,-1.541168,0.813592,0.068348,-0.851928,-0.439878
160,0,0,True,False,True,False,False,-0.372459,2.025767,-1.55036,-0.003171,-0.411913
161,0,0,True,False,True,False,False,1.773298,-0.89386,-0.549541,-0.375259,-0.005073
162,0,0,True,False,True,False,False,-0.716427,0.603231,-0.099886,-0.078808,-0.136583
163,0,0,True,False,True,False,False,0.748122,0.348242,-0.411237,-0.16003,0.121982
164,1,0,False,False,False,False,True,-0.534602,-0.322732,0.704554,0.797695,-0.768367
165,0,0,True,False,True,False,False,-0.518505,0.008277,2.082107,0.851051,-0.78908
166,0,0,True,False,True,False,False,1.150308,-0.19359,-1.032783,-0.602988,-0.017872
167,0,0,True,False,True,False,False,-0.473386,1.009584,-1.295598,-0.217135,0.096314
168,0,0,True,False,True,False,False,-0.197269,1.93139,-1.650455,-0.877977,-0.401566
169,0,0,True,False,True,False,False,-0.791003,-0.787219,0.602883,1.963851,-1.215769
170,0,0,True,False,True,False,False,2.511573,0.215078,-0.470419,-0.674674,-0.280336
171,0,0,True,False,True,False,False,-0.043369,0.609881,-1.291148,-0.698655,0.05135
172,1,1,True,True,False,False,False,-0.372139,-1.066345,-0.439489,1.285761,2.246028
173,1,1,True,True,False,False,False,-0.747387,-0.83791,-0.225784,1.590068,1.919771
174,0,0,True,False,True,False,False,-0.790001,-1.149097,-0.332597,0.819653,2.757667
175,0,0,True,False,True,False,False,-0.544403,-0.765846,1.959905,0.52751,0.476997
176,1,1,True,True,False,False,False,-0.834632,-0.87551,-0.462906,0.519784,-0.136583
177,1,1,True,True,False,False,False,-0.765166,-0.594585,0.201131,1.914186,-0.136583
178,0,0,True,False,True,False,False,2.324169,-0.62266,-0.985366,-0.224845,-0.288962
179,0,0,True,False,True,False,False,0.058849,0.534669,-0.282716,-0.114539,-0.651357
180,0,0,True,False,True,False,False,0.200631,2.029456,0.073497,0.312913,0.409543
181,0,0,True,False,True,False,False,-0.10832,1.694544,0.395552,0.021506,-0.455695
182,1,1,True,True,False,False,False,-0.72679,-0.946156,0.003551,0.394455,1.115094
183,0,0,True,False,True,False,False,0.63315,0.523295,-1.169526,-0.667468,-0.274324
184,0,0,True,False,True,False,False,0.132525,2.21264,-1.458302,0.184049,0.478583
185,0,0,True,False,True,False,False,3.391651,-0.747394,-1.010574,-0.605377,-0.236191
186,0,0,True,False,True,False,False,-0.850033,-0.755647,0.741337,1.468679,-0.136583
187,0,1,False,False,False,True,False,-0.29918,-0.2894,1.415423,-0.981876,0.780684
188,0,0,True,False,True,False,False,0.613982,1.007716,-1.155174,-0.7085,-0.38903
189,1,1,True,True,False,False,False,-0.609665,-0.396874,0.389793,0.777947,-0.136583
190,0,0,True,False,True,False,False,-0.678124,-0.28799,1.681796,-1.567019,-0.136583
191,0,0,True,False,True,False,False,0.874995,0.251069,-1.112195,-0.613856,0.001548
192,1,1,True,True,False,False,False,-0.261839,-0.824677,1.649498,0.906567,0.830566
193,1,1,True,True,False,False,False,-0.594561,-0.769934,1.445993,0.624037,0.813303
194,1,0,False,False,False,False,True,-0.492591,0.144801,1.036119,0.89857,-0.922247
195,0,1,False,False,False,True,False,-0.683971,1.607722,-0.084026,1.504321,-0.974395
196,0,0,True,False,True,False,False,1.444289,0.100574,-1.056513,-0.63022,-0.243201
197,0,0,True,False,True,False,False,0.586325,-0.770656,-0.658105,-0.318588,-0.420507
198,0,1,False,False,False,True,False,-0.81938,-0.740861,-0.261518,0.401949,1.13271
199,1,1,True,True,False,False,False,-0.753427,-0.640446,-0.254034,-0.057605,1.427567
200,0,0,True,False,True,False,False,-0.477619,2.265316,-1.512776,0.036003,-0.460971
201,0,0,True,False,True,False,False,-0.064419,1.487178,0.162034,-0.902691,-0.447588
202,1,1,True,True,False,False,False,-0.166723,1.142795,0.647208,0.935568,-0.669444
203,0,1,False,False,False,True,False,-0.827814,-1.0346,-0.363563,0.923704,2.116689
204,0,0,True,False,True,False,False,-0.611947,1.228594,0.274549,0.133294,-0.585897
205,1,1,True,True,False,False,False,-0.807944,-0.811796,0.127978,0.613143,-0.136583
206,0,0,True,False,True,False,False,0.980465,1.197362,-1.305575,0.03776,0.80924
207,1,1,True,True,False,False,False,-0.830655,-1.293962,-0.717265,0.186029,-1.303674
208,0,0,True,False,True,False,False,-0.541989,0.599647,-0.229826,-0.796724,-0.336464
209,1,1,True,True,False,False,False,-0.777673,-0.880857,-0.280343,-0.892186,1.502625
210,1,1,True,True,False,False,False,-0.258525,-0.148223,1.221957,-1.255706,-0.538656
211,1,1,True,True,False,False,False,-0.84882,-0.679062,-0.544118,0.464621,-0.136583
212,0,1,False,False,False,True,False,-0.122243,0.048685,1.101785,-1.217271,-0.493913
213,0,0,True,False,True,False,False,-0.723205,0.459315,-0.062489,-0.082885,0.17354
214,1,1,True,True,False,False,False,-0.757646,-0.652479,-0.007193,1.090778,2.605049
215,1,1,True,True,False,False,False,-0.792143,-0.983091,-0.326167,1.403785,1.533411
216,1,0,False,False,False,False,True,-0.838551,-0.552561,-1.726407,1.735499,-1.182683
217,1,1,True,True,False,False,False,-0.633034,-0.359387,1.855748,1.021566,1.434433
218,0,0,True,False,True,False,False,-0.706436,-0.025681,0.090077,0.86972,-0.895676
219,0,0,True,False,True,False,False,-0.434566,-0.26362,1.853727,0.646573,-0.796538
220,0,0,True,False,True,False,False,-0.278039,2.016825,-1.507967,-0.820877,-0.430177
221,1,1,True,True,False,False,False,-0.028207,-0.467927,1.222637,1.652426,-0.136583
222,0,0,True,False,True,False,False,-0.122155,1.643736,-1.331213,-0.191366,-0.413518
223,1,1,True,True,False,False,False,-0.731775,-0.553918,0.572864,1.669186,-1.212237
224,1,1,True,True,False,False,False,-0.334105,-0.969573,0.488028,1.310594,3.298196
225,1,1,True,True,False,False,False,-0.665291,-0.366008,1.399787,-1.644461,2.502742
226,0,0,True,False,True,False,False,-0.281632,1.815605,-1.296345,1.002483,-0.743261
227,0,0,True,False,True,False,False,-0.476814,0.969023,0.331485,0.034222,-0.638649
228,1,1,True,True,False,False,False,0.914472,-0.314894,0.919373,0.58982,1.191834
229,0,0,True,False,True,False,False,-0.009587,1.893414,-1.377187,-0.791359,0.537815
230,0,1,False,False,False,True,False,-0.371426,-0.889937,0.724999,1.996631,-1.394735
231,1,1,True,True,False,False,False,-0.660903,-0.346777,0.963201,-1.446546,2.130987
232,0,0,True,False,True,False,False,1.42823,-0.854821,1.419962,-1.058811,-0.416387
233,0,0,True,False,True,False,False,0.067475,-0.523885,-1.025597,-0.581885,-0.020395
234,0,0,True,False,True,False,False,-0.403507,-0.355684,0.884136,-0.947252,-0.437044
235,1,1,True,True,False,False,False,-0.514324,-0.538363,1.75748,-1.433803,-1.01521
236,0,0,True,False,True,False,False,1.854243,0.040448,-0.549536,-0.216887,-0.315395
237,1,1,True,True,False,False,False,-0.79641,-0.576901,-0.478732,0.185229,-0.136583
238,1,1,True,True,False,False,False,-0.141088,1.348821,1.093216,0.439847,-0.525394
239,0,0,True,False,True,False,False,3.308563,-0.982051,-0.440327,-0.046366,-0.327847
240,0,0,True,False,True,False,False,-0.66244,-1.075157,-0.057859,2.20811,-0.136583
241,1,1,True,True,False,False,False,-0.530648,-0.962423,1.281831,0.766786,1.111941
242,0,0,True,False,True,False,False,-0.126043,1.397689,-1.333847,-0.180313,0.151454
243,0,0,True,False,True,False,False,-1.056754,0.087566,-1.139063,0.436453,-0.598977
244,0,0,True,False,True,False,False,-0.462179,0.48419,0.785122,0.273784,0.737262
245,0,0,True,False,True,False,False,-0.349141,0.897888,0.734735,0.31365,-0.136583
246,0,0,True,False,True,False,False,-0.398777,-0.359467,0.919816,-0.924317,-0.424889
247,0,0,True,False,True,False,False,-0.594961,-0.063881,0.794664,0.21349,-0.692216
248,0,1,False,False,False,True,False,-0.814527,-1.128805,-0.148378,1.410414,1.485927
249,1,1,True,True,False,False,False,-0.723246,-0.728163,0.285798,0.341657,2.142157
250,1,0,False,False,False,False,True,-0.320112,0.966085,0.150735,0.255995,-0.839273
251,1,1,True,True,False,False,False,-0.611327,-0.864281,1.51113,0.930684,2.446385
252,0,0,True,False,True,False,False,1.428533,-0.854092,1.420253,-1.059257,-0.416454
253,1,0,False,False,False,False,True,-0.298698,1.549477,-1.472648,0.043398,0.715675
254,0,0,True,False,True,False,False,-0.582602,0.946321,0.519257,0.136805,-0.599419
255,0,0,True,False,True,False,False,0.135873,1.151666,0.014843,0.835057,0.577631
256,0,0,True,False,True,False,False,-0.632048,-0.842509,1.309667,0.631242,-0.921952
257,0,0,True,False,True,False,False,2.568844,-1.799324,-0.642915,-0.161872,-0.300949
258,1,1,True,True,False,False,False,-1.045454,-0.633847,0.656134,1.061915,1.285946
259,1,1,True,True,False,False,False,0.668947,0.422937,0.993717,-1.038463,-0.411293
260,0,0,True,False,True,False,False,0.977018,0.127187,-1.044926,-0.32512,0.094394
261,1,1,True,True,False,False,False,-0.430467,1.268885,0.627466,1.270307,-0.751298
262,1,1,True,True,False,False,False,-0.842015,-0.894287,0.081529,0.56567,-0.136583
263,0,0,True,False,True,False,False,0.286312,0.84097,-1.203281,-0.228247,0.08212
264,1,1,True,True,False,False,False,-0.769559,-1.035082,0.317686,-1.000369,0.723246
265,1,1,True,True,False,False,False,-0.453489,-0.253233,0.462721,2.378913,1.737672
266,0,0,True,False,True,False,False,0.112913,1.571438,-1.273915,-1.077493,1.564004
267,0,0,True,False,True,False,False,-0.707097,-0.034106,1.22173,-1.204469,-0.136583
268,0,1,False,False,False,True,False,-0.806855,-0.966605,-0.241361,0.977437,2.035333
269,1,1,True,True,False,False,False,-0.676637,-0.528173,1.448943,-1.258441,-1.372433
270,0,0,True,False,True,False,False,0.960388,0.464815,-0.283532,1.250132,-0.812634
271,0,0,True,False,True,False,False,-0.387879,1.409533,-1.315752,-0.753854,-0.136583
272,0,1,False,False,False,True,False,-0.762601,-0.64963,0.385838,1.930557,-1.202757
273,0,0,True,False,True,False,False,2.314561,-0.567653,-0.511269,-0.261242,0.83758
274,0,0,True,False,True,False,False,0.694193,0.317621,-1.094014,-0.627604,0.023189
275,1,1,True,True,False,False,False,-0.676264,-0.762388,-0.010507,0.584708,-1.731532
276,0,0,True,False,True,False,False,-0.777622,-0.295839,0.262987,-0.118778,-0.136583
277,0,0,True,False,True,False,False,0.336945,-0.090553,-0.448375,-0.614681,-0.002504
278,0,0,True,False,True,False,False,-0.643397,2.228233,-1.345429,0.044346,1.639239
279,0,0,True,False,True,False,False,-0.369225,1.069145,0.086724,-0.818018,-0.4108
280,0,0,True,False,True,False,False,-0.689933,-0.35304,1.524572,0.80858,-0.748789
281,1,1,True,True,False,False,False,-0.105253,-0.108966,1.264045,0.42305,2.095998
282,0,0,True,False,True,False,False,-2.110076,-2.424552,-1.144534,-0.690593,-0.330983
283,1,1,True,True,False,False,False,-0.799942,-0.874559,-0.107311,1.593596,1.035151
284,0,1,False,False,False,True,False,0.472214,0.018405,1.671271,-1.112813,-0.463477
285,0,0,True,False,True,False,False,1.802329,-1.146691,-0.655493,-0.305305,-0.240521
286,1,1,True,True,False,False,False,-0.7689,-0.672487,0.393564,1.898945,-0.136583
287,0,0,True,False,True,False,False,-0.195981,1.489881,0.150062,-0.078381,-0.136583
288,1,1,True,True,False,False,False,-0.462307,0.256979,1.0132,0.949139,-1.013253
289,0,0,True,False,True,False,False,2.881922,-0.968089,-0.959301,-0.388643,-0.22854
290,1,1,True,True,False,False,False,-0.793877,-0.788898,0.39566,0.338071,0.808364
291,0,0,True,False,True,False,False,0.258387,1.575915,-1.241612,-0.69713,-0.323042
292,0,0,True,False,True,False,False,-0.257014,0.380555,-1.210022,-0.691112,-0.266708
293,0,0,True,False,True,False,False,-0.71734,-0.087017,1.093973,-1.253777,-0.136583
294,0,0,True,False,True,False,False,2.523044,-0.517782,-0.964935,-0.382042,-0.024109
295,0,0,True,False,True,False,False,-0.281002,1.592071,0.109941,0.141874,1.894355
296,1,1,True,True,False,False,False,-0.825848,-0.840045,-0.455272,0.586815,-0.136583
297,0,0,True,False,True,False,False,0.541969,0.53058,-1.17322,-0.1874,-0.45061
298,0,0,True,False,True,False,False,1.611815,-0.007668,-0.327944,0.048682,-0.543887
299,1,0,False,False,False,False,True,-0.524476,1.844745,-0.069,1.258129,-0.708159
300,0,1,False,False,False,True,False,-0.843081,-0.895821,-0.470736,0.155894,1.710032
301,0,1,False,False,False,True,False,-0.784762,-1.089178,-0.321573,-1.497742,-0.136583
302,0,0,True,False,True,False,False,1.138279,-0.774337,-0.680954,-0.23567,-0.386733
303,0,0,True,False,True,False,False,2.344687,-1.778403,-0.694429,-0.352201,-0.236846
304,0,1,False,False,False,True,False,-0.674449,-0.292255,-0.398954,0.063003,0.838405
305,0,0,True,False,True,False,False,1.961331,-0.937812,-0.599138,-0.286991,-0.249518
306,0,0,True,False,True,False,False,0.343222,1.20554,-1.268547,-0.167209,1.604112
307,0,0,True,False,True,False,False,1.266293,-1.88704,-0.660258,-0.61372,-0.013808
308,1,0,False,False,False,False,True,-0.812016,-0.877737,0.068569,1.61195,-0.136583
309,0,0,True,False,True,False,False,-0.544318,0.882906,-0.166551,-0.106806,-0.37095
310,1,1,True,True,False,False,False,-0.697082,-0.645604,0.306426,1.132095,-1.389327
311,0,0,True,False,True,False,False,-0.714162,-0.767934,-0.008785,1.907042,-1.008818
312,1,1,True,True,False,False,False,-0.627892,-0.46992,1.454853,1.180316,1.895276
313,1,1,True,True,False,False,False,-0.139689,-0.065338,1.154993,0.509282,1.59963
314,1,1,True,True,False,False,False,-0.687085,-0.715962,0.120347,2.258579,-1.885877
315,0,0,True,False,True,False,False,0.692959,-0.785139,-0.656799,-0.323532,-0.492765
