index,y_true,y_pred,correct,tp,tn,fp,fn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
12,0,1,False,False,False,True,False,0.000796,0.93617,0.102978,0.36983,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,1,1,True,True,False,False,False,0.473917,0.276596,0.045485,0.470544,0.00311,0.535215,0.29693,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,0,0,True,False,True,False,False,0.893854,0.255319,0.051459,0.421303,0.003394,0.444588,0.558333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,0,0,True,False,True,False,False,0.031415,0.617021,0.0662,0.502827,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,1,1,True,True,False,False,False,0.907526,0.978723,0.054191,0.364029,0.0036,0.373123,0.519737,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1,1,True,True,False,False,False,0.02699,0.659574,0.091209,0.312109,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,1,1,True,True,False,False,False,0.465466,0.446809,0.070494,0.583011,0.004813,0.509839,0.462281,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,1,0,False,False,False,False,True,0.01323,0.170213,0.049538,0.221214,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,1,1,True,True,False,False,False,0.871953,0.361702,0.030803,0.484826,0.001859,0.34231,0.798246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,0,1,False,False,False,True,False,0.425158,0.553191,0.062838,0.529604,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1,1,True,True,False,False,False,0.018627,0.489362,0.07902,0.406873,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,1,1,True,True,False,False,False,0.005221,0.574468,0.074667,0.559506,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,1,1,True,True,False,False,False,0.013628,0.0,0.108833,0.500893,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0,0,True,False,True,False,False,0.460112,0.468085,0.027231,0.448974,0.001793,0.306836,0.592105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,0,1,False,False,False,True,False,0.47374,0.978723,0.029122,0.303184,0.001928,0.303729,0.717982,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0,False,False,False,False,True,0.460555,0.021277,0.02681,0.427849,0.001766,0.40523,0.719298,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,0,True,False,True,False,False,0.026636,0.148936,0.048607,0.100714,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,1,0,False,False,False,False,True,0.889562,0.255319,0.06596,0.384558,0.003644,0.361471,0.644298,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1,0,False,False,False,False,True,0.433344,0.212766,0.071184,0.133889,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,0,0,True,False,True,False,False,0.469846,0.148936,0.027621,0.177923,0.001872,0.243138,0.569737,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0,0,True,False,True,False,False,0.031282,0.489362,0.065119,0.337251,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0,0,True,False,True,False,False,0.880359,0.638298,0.038669,0.35659,0.002561,0.256603,0.56886,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,0,0,True,False,True,False,False,0.460953,0.06383,0.037048,0.424576,0.00252,0.39073,0.534211,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,1,1,True,True,False,False,False,0.903367,0.765957,0.078029,0.586284,0.005239,0.563698,0.478947,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0,0,True,False,True,False,False,0.871377,0.021277,0.02666,0.210503,0.000931,0.268514,0.842544,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,1,True,True,False,False,False,0.030751,0.404255,0.088807,0.580631,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,1,True,True,False,False,False,0.455998,0.425532,0.061547,0.649063,0.004163,0.635163,0.369737,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,1,1,True,True,False,False,False,0.005133,0.425532,0.073406,0.455965,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,0,0,True,False,True,False,False,0.433565,0.914894,0.049838,0.387831,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,1,0,False,False,False,False,True,0.460112,0.957447,0.031644,0.460577,0.002117,0.321854,0.560965,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0,0,True,False,True,False,False,0.438874,0.276596,0.048037,0.149658,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,0,0,True,False,True,False,False,0.013982,0.829787,0.045485,0.63017,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,0,0,True,False,True,False,False,0.022388,0.276596,0.063348,0.101458,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0,0,True,False,True,False,False,0.030839,0.148936,0.074517,0.153972,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,1,0,False,False,False,False,True,0.013185,0.255319,0.041582,0.343201,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,0,True,False,True,False,False,0.911907,0.829787,0.044073,0.454478,0.002941,0.46841,0.418421,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,1,1,True,True,False,False,False,0.437901,0.617021,0.057554,0.48795,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,0,0,True,False,True,False,False,0.018097,0.212766,0.061817,0.163791,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0,True,False,True,False,False,0.885138,0.680851,0.045274,0.507736,0.003199,0.576126,0.184211,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0,0,True,False,True,False,False,0.893677,0.148936,0.029032,0.193395,0.001859,0.318747,0.780702,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,1,1,True,True,False,False,False,0.443343,0.404255,0.082563,0.569622,0.005235,0.586225,0.472368,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,0,0,True,False,True,False,False,0.013495,0.468085,0.041431,0.563374,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,0,True,False,True,False,False,0.474094,0.957447,0.029062,0.446296,0.00193,0.236665,0.807895,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0,0,True,False,True,False,False,0.429406,0.765957,0.058364,0.444362,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,0,0,True,False,True,False,False,0.87589,0.404255,0.034856,0.631508,0.002266,0.628431,0.483333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,1,0,False,False,False,False,True,0.880404,0.255319,0.03969,0.322672,0.002582,0.351631,0.695614,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,0,0,True,False,True,False,False,0.013539,0.851064,0.045094,0.559506,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,0,1,False,False,False,True,False,0.442945,0.531915,0.045995,0.361797,0.003058,0.244433,0.623684,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,1,True,True,False,False,False,0.42507,0.787234,0.080341,0.384112,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,0,1,False,False,False,True,False,0.907172,0.723404,0.057344,0.371467,0.003762,0.357328,0.652193,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,1,0,False,False,False,False,True,8.8e-05,0.553191,0.047436,0.474412,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,1,0,False,False,False,False,True,0.473563,0.212766,0.035367,0.2831,0.002385,0.299586,0.582018,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,0,0,True,False,True,False,False,0.43883,0.659574,0.053891,0.272984,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,1,0,False,False,False,False,True,0.456661,0.787234,0.038459,0.688039,0.002603,0.631797,0.495614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,1,0,False,False,False,False,True,0.031503,0.042553,0.074787,0.25305,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,0,0,True,False,True,False,False,0.88943,0.808511,0.035127,0.714668,0.00241,0.647592,0.34693,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,0,0,True,False,True,False,False,0.429539,1.0,0.056593,0.259149,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0,1,False,False,False,True,False,0.898146,0.957447,0.073826,0.644005,0.004734,0.485759,0.712281,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,1,1,True,True,False,False,False,0.438653,0.595745,0.057884,0.505058,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1,1,True,True,False,False,False,0.018672,0.574468,0.070163,0.315382,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,1,1,True,True,False,False,False,0.460245,0.446809,0.047526,0.529456,0.003259,0.555153,0.212281,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,0,1,False,False,False,True,False,0.893677,0.553191,0.046385,0.391253,0.002669,0.395132,0.612281,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,0,True,False,True,False,False,0.433476,0.0,0.051849,0.358375,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,0,0,True,False,True,False,False,0.023185,0.148936,0.067761,0.128979,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0,0,True,False,True,False,False,0.026282,0.06383,0.046746,0.225826,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,0,0,True,False,True,False,False,0.009336,0.914894,0.066591,0.596846,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,1,1,True,True,False,False,False,0.894695,0.446809,0.089258,0.680452,0.005912,0.714397,0.350877,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,0,0,True,False,True,False,False,0.465466,0.893617,0.027951,0.375632,0.001903,0.303211,0.546491,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,0,0,True,False,True,False,False,0.898721,0.148936,0.037198,0.244124,0.00242,0.348524,0.688596,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,1,1,True,True,False,False,False,0.912128,0.553191,0.042632,0.305861,0.002794,0.256603,0.690789,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,0,False,False,False,False,True,0.875935,0.553191,0.038609,0.719131,0.002524,0.616002,0.508333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,0,0,True,False,True,False,False,0.031415,0.106383,0.068212,0.17108,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,0,0,True,False,True,False,False,0.474492,0.617021,0.047226,0.478727,0.003174,0.355515,0.512719,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,0,1,False,False,False,True,False,0.460378,0.404255,0.045064,0.571705,0.003085,0.553858,0.281579,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,0,0,True,False,True,False,False,0.456175,0.255319,0.017924,0.159774,0.001111,0.140601,0.883772,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,1,False,False,False,True,False,0.899164,0.553191,0.073076,0.356293,0.004697,0.332211,0.758333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,0,1,False,False,False,True,False,0.442591,0.06383,0.068722,0.380542,0.004624,0.431642,0.500526,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,0,0,True,False,True,False,False,0.004203,0.106383,0.043833,0.136864,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,1,1,True,True,False,False,False,0.030795,0.382979,0.098024,0.54463,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,0,0,True,False,True,False,False,0.889164,0.361702,0.029813,0.594466,0.002075,0.664682,0.24386,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0,0,True,False,True,False,False,0.880802,0.234043,0.025279,0.151741,0.000839,0.204298,0.785526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,0,0,True,False,True,False,False,0.464404,0.87234,0.028101,0.360309,0.001913,0.43216,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,1,1,True,True,False,False,False,0.43445,0.404255,0.080551,0.540762,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,0,0,True,False,True,False,False,0.469183,0.893617,0.046385,0.441982,0.003062,0.316416,0.630702,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,0,1,False,False,False,True,False,0.889695,0.404255,0.029332,0.677328,0.002007,0.635163,0.213596,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,1,1,True,True,False,False,False,0.911553,0.340426,0.053921,0.538828,0.003544,0.549974,0.555263,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,0,1,False,False,False,True,False,0.018406,0.617021,0.054912,0.433651,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,1,True,True,False,False,False,0.429008,0.297872,0.089588,0.440345,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,0,False,False,False,False,True,0.456219,0.680851,0.032695,0.488099,0.002225,0.569653,0.505702,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,0,0,True,False,True,False,False,0.013053,0.617021,0.048247,0.459833,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,1,1,True,True,False,False,False,0.86797,0.574468,0.056203,0.45537,0.003625,0.328068,0.859211,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,0,0,True,False,True,False,False,0.443299,0.085106,0.043743,0.233561,0.002991,0.292595,0.549561,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,1,1,True,True,False,False,False,0.455909,0.680851,0.071064,0.617227,0.004967,0.673226,0.204386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,0,0,True,False,True,False,False,0.442237,0.212766,0.043503,0.190568,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,1,1,True,True,False,False,False,0.425025,0.468085,0.075868,0.458792,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,0,False,False,False,False,True,0.474006,0.468085,0.030683,0.408361,0.002073,0.342051,0.687281,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,0,1,False,False,False,True,False,0.438078,0.531915,0.064489,0.473073,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,0,0,True,False,True,False,False,0.889253,0.617021,0.027141,0.485123,0.001874,0.503625,0.423246,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,0,0,True,False,True,False,False,0.469094,0.382979,0.029452,0.347664,0.001928,0.191352,0.686842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,1,True,True,False,False,False,0.872439,0.680851,0.149664,0.741446,0.009877,0.86406,0.092982,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,0,1,False,False,False,True,False,0.023008,0.595745,0.075718,0.252008,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,0,0,True,False,True,False,False,0.474404,0.021277,0.025159,0.145939,0.001693,0.152771,0.700877,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,0,1,False,False,False,True,False,0.434361,0.978723,0.046685,0.427254,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,0,True,False,True,False,False,0.442812,0.893617,0.053891,0.491669,0.003749,0.435267,0.315789,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,0,0,True,False,True,False,False,0.889872,0.659574,0.027501,0.549985,0.001967,0.64552,0.186842,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,1,1,True,True,False,False,False,0.022388,0.361702,0.069143,0.261976,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,1,1,True,True,False,False,False,0.442547,0.93617,0.073015,0.506397,0.004861,0.397462,0.500526,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,1,1,True,True,False,False,False,0.000796,0.297872,0.090939,0.281464,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,1,1,True,True,False,False,False,0.000442,0.659574,0.149634,0.459982,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,0,0,True,False,True,False,False,0.428919,0.212766,0.070734,0.144897,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,0,0,True,False,True,False,False,0.456351,0.510638,0.033325,0.532728,0.002223,0.540911,0.588158,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,1,1,True,True,False,False,False,0.023096,0.0,0.088958,0.37474,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124,1,1,True,True,False,False,False,0.460289,0.744681,0.07914,0.581226,0.005411,0.602796,0.278947,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,1,0,False,False,False,False,True,0.459891,0.297872,0.033596,0.452098,0.002262,0.438374,0.608772,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,1,0,False,False,False,False,True,0.031857,0.382979,0.064729,0.298869,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,1,0,False,False,False,False,True,0.009557,0.680851,0.068632,0.552068,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,0,0,True,False,True,False,False,0.460865,0.06383,0.033986,0.391104,0.002322,0.393061,0.325877,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,0,0,True,False,True,False,False,0.469979,0.170213,0.031404,0.13612,0.002137,0.157949,0.537719,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,1,1,True,True,False,False,False,0.902969,0.382979,0.090999,0.570366,0.006169,0.694459,0.249561,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,0,0,True,False,True,False,False,0.867263,0.765957,0.028251,0.394525,0.001899,0.330399,0.65614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,0,0,True,False,True,False,False,0.460953,0.723404,0.033235,0.512199,0.002302,0.420249,0.435088,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,1,1,True,True,False,False,False,0.902925,0.851064,0.07929,0.526034,0.005471,0.568099,0.408772,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,0,1,False,False,False,True,False,0.023141,0.617021,0.089468,0.449569,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135,1,1,True,True,False,False,False,0.456573,0.382979,0.042933,0.698304,0.002848,0.665199,0.510088,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,0,0,True,False,True,False,False,0.872351,0.723404,0.02657,0.478727,0.001591,0.490937,0.832895,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,1,1,True,True,False,False,False,0.911818,0.595745,0.041732,0.311217,0.002678,0.249871,0.812281,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,0,True,False,True,False,False,0.424981,0.12766,0.055242,0.043142,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
139,1,1,True,True,False,False,False,0.911685,0.361702,0.130359,0.568283,0.008756,0.615225,0.419737,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,0,0,True,False,True,False,False,0.442414,0.234043,0.045725,0.218685,0.003105,0.207147,0.500526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,1,1,True,True,False,False,False,0.005442,0.808511,0.077609,0.580482,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,0,0,True,False,True,False,False,0.42945,0.148936,0.058364,0.157989,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,1,0,False,False,False,False,True,0.907836,0.340426,0.042362,0.310473,0.002738,0.195236,0.736404,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0,0,True,False,True,False,False,0.004425,0.787234,0.050168,0.645641,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,1,1,True,True,False,False,False,0.46082,0.361702,0.066951,0.525885,0.004666,0.476178,0.077193,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,1,1,True,True,False,False,False,0.009247,0.808511,0.1312,0.857929,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,0,1,False,False,False,True,False,0.018716,0.744681,0.048487,0.537935,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0,0,True,False,True,False,False,0.0273,0.617021,0.048487,0.220916,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,1,1,True,True,False,False,False,0.469404,0.808511,0.046265,0.375632,0.00306,0.30347,0.579825,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1,0,False,False,False,False,True,0.881156,0.042553,0.036027,0.363582,0.002341,0.406266,0.608772,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151,1,1,True,True,False,False,False,0.907261,0.425532,0.107061,0.527075,0.007067,0.6261,0.504386,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,0,0,True,False,True,False,False,0.894208,0.06383,0.050438,0.509075,0.003319,0.556706,0.551754,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,0,0,True,False,True,False,False,0.880315,0.723404,0.038519,0.520381,0.002711,0.46116,0.295614,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154,1,1,True,True,False,False,False,0.424937,0.808511,0.080611,0.268224,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155,1,1,True,True,False,False,False,0.455909,0.723404,0.074006,0.725826,0.005118,0.711548,0.218421,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,0,0,True,False,True,False,False,0.434229,0.893617,0.059385,0.38069,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,1,0,False,False,False,False,True,0.473961,0.319149,0.032965,0.545671,0.002233,0.483428,0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158,1,1,True,True,False,False,False,0.898146,0.659574,0.138976,0.707379,0.008841,0.582082,0.764474,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,1,0,False,False,False,False,True,0.903544,0.021277,0.044194,0.279976,0.002646,0.245728,0.681579,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,0,0,True,False,True,False,False,4.4e-05,0.06383,0.044374,0.316721,0.003467,0.422915,0.414912,0.0,0.0,1.0,0.0,0.0,0.0,0.0
161,0,0,True,False,True,False,False,0.460378,0.829787,0.033055,0.516215,0.002308,0.475401,0.340351,0.0,0.0,0.0,0.0,0.0,1.0,0.0
162,0,0,True,False,True,False,False,0.495686,0.148936,0.027681,0.145641,0.001894,0.226825,0.40614,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,0,0,True,False,True,False,False,0.009557,0.744681,0.041762,0.77596,0.003467,0.422915,0.414912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,0,0,True,False,True,False,False,0.87182,0.957447,0.029362,0.451205,0.001689,0.337131,0.816228,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,1,0,False,False,False,False,True,0.473829,0.595745,0.029572,0.623326,0.001946,0.554894,0.577632,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,1,1,True,True,False,False,False,0.9158,0.042553,0.074847,0.277298,0.005268,0.404972,0.176316,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,0,0,True,False,True,False,False,0.017477,0.021277,0.040801,0.321333,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,1,True,True,False,False,False,0.893722,0.765957,0.074667,0.729545,0.005081,0.695495,0.352632,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,0,0,True,False,True,False,False,0.447104,0.276596,0.041612,0.581821,0.002678,0.429311,0.732456,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,1,1,True,True,False,False,False,0.42976,0.255319,0.072715,0.400922,0.003467,0.422915,0.414912,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1,1,True,True,False,False,False,0.013406,0.851064,0.087426,0.553109,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,1,1,True,True,False,False,False,0.44268,0.468085,0.089138,0.561291,0.006047,0.546349,0.403947,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,1,1,True,True,False,False,False,0.89381,0.468085,0.074276,0.606962,0.005054,0.687985,0.347368,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,1,1,True,True,False,False,False,0.030972,0.297872,0.087366,0.330556,0.003467,0.422915,0.414912,0.0,0.0,0.0,0.0,0.0,1.0,0.0
