index,y_true,y_pred,correct,tp,tn,fp,fn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
39,0,0,True,False,True,False,False,83.7959,25.5426,3.5502,0.1786,0.0987,53.131,77.2854,13.0044,1.9876,263.155
40,0,0,True,False,True,False,False,14.2556,12.5353,2.3201,0.6986,0.3565,-0.5321,-3.1969,-3.7707,63.8003,117.127
41,1,1,True,True,False,False,False,143.8199,32.7043,3.4133,0.2093,0.0691,-166.3351,89.8372,-29.4071,27.4639,208.369
42,1,0,False,False,False,False,True,40.3091,11.4633,2.8028,0.3701,0.2024,30.0956,33.2403,-6.4672,43.288,236.169
43,1,0,False,False,False,False,True,24.9618,21.5161,2.5717,0.3619,0.2399,3.8446,12.366,8.3505,78.131,117.269
44,0,0,True,False,True,False,False,51.8237,31.4988,2.8774,0.1724,0.0895,92.3153,-40.3148,-23.1875,7.2099,158.941
45,1,1,True,True,False,False,False,24.0385,14.1255,2.9082,0.3231,0.1765,-12.7252,-22.5138,10.4751,85.7636,267.4286
46,0,1,False,False,False,True,False,133.596,35.5859,3.0312,0.1796,0.0926,219.896,-125.078,-25.4451,74.6605,230.868
47,1,0,False,False,False,False,True,15.3048,10.5498,2.4843,0.7443,0.5066,4.3585,7.4141,9.8985,15.551,173.458
48,0,0,True,False,True,False,False,45.5945,21.2593,3.0538,0.2102,0.1144,-19.4628,-32.9385,6.9607,9.0222,216.746
49,1,1,True,True,False,False,False,154.256,75.1346,2.9843,0.309,0.1695,129.163,164.812,27.3263,41.6604,238.692
50,0,0,True,False,True,False,False,64.6119,21.9114,3.1087,0.2655,0.1382,-34.4541,19.7226,-10.6384,5.402,291.997
51,1,1,True,True,False,False,False,44.1958,16.4841,2.9437,0.2743,0.169,0.0024,17.5572,12.1674,75.451,91.435
52,1,1,True,True,False,False,False,46.059,39.6439,3.5264,0.1359,0.0604,-67.1585,-31.2693,37.3434,55.3924,88.6433
53,1,0,False,False,False,False,True,102.416,35.3969,3.2633,0.2236,0.1257,-55.9134,-44.7467,-21.6428,23.1906,367.734
54,0,0,True,False,True,False,False,17.2692,11.1405,2.2504,0.5562,0.3118,1.2627,-6.3159,5.3486,40.0799,206.442
55,0,0,True,False,True,False,False,48.1067,19.5465,2.86,0.3368,0.1746,33.6645,49.8953,-7.6822,5.884,229.414
56,1,1,True,True,False,False,False,58.7109,22.9755,2.7084,0.3386,0.183,-19.2729,-61.7543,-14.2039,36.192,214.589
57,0,0,True,False,True,False,False,26.408,14.6864,2.5231,0.5157,0.2804,6.5717,17.7505,-14.2265,12.393,213.651
58,0,0,True,False,True,False,False,101.9,45.4713,4.1916,0.0856,0.0434,-143.185,74.1126,31.5528,1.078,298.574
59,0,0,True,False,True,False,False,76.8587,28.5152,2.8564,0.3034,0.1691,-2.287,-50.0302,17.7811,3.196,356.486
60,0,0,True,False,True,False,False,23.1657,12.7022,2.2201,0.5723,0.2982,18.2871,9.4278,-8.0678,82.0505,193.769
61,0,1,False,False,False,True,False,53.7587,42.1545,3.1971,0.1575,0.0822,-48.893,-32.1195,34.4839,84.3933,123.943
62,0,0,True,False,True,False,False,31.8025,12.3285,2.3502,0.3929,0.2076,-15.7609,-6.2242,-10.7083,9.822,228.486
63,0,0,True,False,True,False,False,83.936,34.3769,3.6205,0.1982,0.1396,-52.399,53.6893,-20.6941,0.8126,309.12
64,0,0,True,False,True,False,False,22.3788,19.4966,2.4814,0.4455,0.2459,16.5071,-16.6683,15.6651,43.6657,53.7576
65,1,1,True,True,False,False,False,127.9027,57.0209,2.6942,0.3685,0.1846,152.7872,80.1306,-56.8952,45.4631,305.8764
66,1,1,True,True,False,False,False,52.3043,29.4023,2.9126,0.2041,0.1041,7.9521,36.514,-18.0689,76.2366,232.2801
67,0,0,True,False,True,False,False,22.8572,10.076,2.3139,0.5728,0.3131,-30.3607,14.5138,7.0374,16.59,150.468
68,0,0,True,False,True,False,False,29.4757,17.0463,2.6069,0.5142,0.2806,9.356,30.8968,-15.4773,12.3834,90.0854
69,1,1,True,True,False,False,False,38.186,33.988,3.033,0.278,0.1636,-10.5306,15.734,-20.799,89.3256,298.492
70,0,0,True,False,True,False,False,68.4217,19.7064,2.7566,0.3748,0.1988,58.1655,61.5847,-10.8613,13.5339,286.522
71,0,0,True,False,True,False,False,32.0586,15.6976,2.5072,0.3826,0.2037,-2.3114,-17.7455,-11.3244,12.1807,193.794
72,0,0,True,False,True,False,False,24.2724,14.5245,2.5533,0.4028,0.2308,5.8387,16.0185,1.4225,13.207,137.836
73,0,0,True,False,True,False,False,26.3468,17.8488,2.4893,0.3501,0.1831,36.9342,13.6351,-11.9044,56.0713,165.408
74,0,0,True,False,True,False,False,30.9136,13.2071,2.6902,0.3755,0.2031,43.9834,14.6628,-7.6709,11.2674,149.848
75,0,0,True,False,True,False,False,27.3249,18.6382,2.5729,0.361,0.1912,36.7772,8.242,-9.7193,37.835,165.825
76,0,0,True,False,True,False,False,17.4898,7.1962,2.2753,0.8435,0.5279,-5.02,5.0717,5.32,45.254,60.518
77,0,0,True,False,True,False,False,87.8315,33.0873,3.5638,0.1119,0.0572,-95.0042,77.1037,-21.44,4.714,236.039
78,0,0,True,False,True,False,False,33.8872,15.3817,2.5786,0.4011,0.215,-31.4705,20.0251,-8.7236,4.107,203.121
79,0,0,True,False,True,False,False,35.5728,11.6778,2.5988,0.4736,0.2607,-4.1647,-25.8459,9.6786,3.776,175.844
80,0,0,True,False,True,False,False,20.7115,18.0974,2.8552,0.4341,0.2617,-8.4546,-13.3082,-12.3898,45.0788,230.115
81,0,0,True,False,True,False,False,56.8011,25.2185,3.5661,0.1651,0.1033,13.9685,47.6896,14.7352,8.732,200.659
82,0,0,True,False,True,False,False,28.4148,13.01,2.4778,0.5923,0.4409,28.2765,20.1871,10.6797,13.6965,136.651
83,0,0,True,False,True,False,False,12.5216,11.9389,2.0394,0.6941,0.3607,-16.0524,8.9284,-10.3294,25.3912,193.64
84,0,0,True,False,True,False,False,56.5458,19.5469,3.1081,0.2308,0.1314,2.0494,-33.9564,-15.9531,1.1326,236.277
85,1,1,True,True,False,False,False,31.1124,9.0627,2.7544,0.3766,0.233,-32.1913,15.1102,10.9408,86.8689,182.9867
86,0,0,True,False,True,False,False,20.2339,18.7936,2.5058,0.3775,0.2075,-19.4777,-11.7949,-11.544,42.79,64.4979
87,0,0,True,False,True,False,False,35.5539,14.6053,2.639,0.2893,0.1596,29.9144,-14.7182,5.4633,13.318,236.509
88,1,0,False,False,False,False,True,32.9807,18.9881,2.5179,0.3581,0.1806,16.1373,21.8525,-16.7921,64.293,105.213
89,0,0,True,False,True,False,False,39.2458,26.2194,3.3089,0.2175,0.1299,15.1813,26.9375,-17.6177,51.624,66.4871
90,0,1,False,False,False,True,False,32.7458,23.3519,2.6026,0.3196,0.1835,12.2047,-25.3849,-19.1124,27.897,98.2962
91,0,0,True,False,True,False,False,88.1057,28.1339,3.4716,0.1921,0.1052,82.4004,87.4095,-15.7864,5.5776,263.62
92,0,0,True,False,True,False,False,115.211,70.2186,4.4222,0.0576,0.029,19.18,87.6239,-58.3964,12.6281,252.038
93,1,0,False,False,False,False,True,30.2009,16.4833,2.8542,0.386,0.213,-1.954,-22.6476,9.8037,8.7445,188.9037
94,0,0,True,False,True,False,False,93.0085,30.5026,3.751,0.1969,0.1181,-9.3996,54.6479,13.8179,0.868,331.793
95,0,0,True,False,True,False,False,21.1715,10.7098,2.1959,0.5605,0.2898,6.9952,-18.1822,10.0412,82.0634,240.368
96,1,0,False,False,False,False,True,35.9113,4.2216,2.6242,0.4858,0.2835,24.4022,-14.2679,-10.2569,40.0241,202.3074
97,0,0,True,False,True,False,False,33.648,13.8336,2.7593,0.3359,0.1749,5.1559,-19.9497,-7.6383,8.817,154.213
98,1,1,True,True,False,False,False,123.6135,99.3213,3.5811,0.1502,0.0849,-141.7804,-27.3916,-41.9269,62.7913,257.6641
99,0,0,True,False,True,False,False,64.3999,31.2076,3.2383,0.1976,0.102,15.8983,57.1013,18.7924,8.889,248.691
100,0,0,True,False,True,False,False,83.6276,29.8467,3.7147,0.1416,0.0753,-82.4063,61.4144,15.4813,0.439,258.645
101,0,0,True,False,True,False,False,45.2957,24.5599,3.0441,0.3749,0.2163,49.259,37.6472,18.7289,8.201,283.62
102,1,1,True,True,False,False,False,58.3755,52.6013,3.1552,0.2506,0.1422,20.1808,-59.4742,56.0486,22.6831,6.564
103,1,1,True,True,False,False,False,77.2826,31.1825,2.8991,0.4156,0.1755,84.6022,41.573,-19.6024,72.5661,138.6419
104,1,0,False,False,False,False,True,26.6349,25.9017,2.8122,0.4255,0.2007,14.0788,23.3311,12.7453,30.9235,185.8905
105,1,1,True,True,False,False,False,171.5051,64.5524,3.5331,0.1674,0.0466,103.3078,145.4257,42.0187,40.1469,264.1398
106,1,0,False,False,False,False,True,34.2728,12.7234,2.2911,0.445,0.2276,30.5691,-15.9443,9.0394,78.7878,94.4958
107,1,1,True,True,False,False,False,27.9367,10.3327,2.6644,0.3456,0.185,-40.9302,14.5286,0.2049,72.8416,221.0064
108,0,0,True,False,True,False,False,66.9651,20.9347,3.49,0.1641,0.0904,48.5325,47.805,13.6933,5.807,257.819
109,1,1,True,True,False,False,False,30.494,11.1994,2.7517,0.4677,0.2347,-8.196,17.6262,11.4619,32.6759,100.301
110,0,0,True,False,True,False,False,22.1163,11.7165,2.4158,0.499,0.2591,28.2084,11.1157,11.5486,2.0777,208.346
111,0,0,True,False,True,False,False,28.7802,15.2527,2.3927,0.4251,0.2247,29.8074,18.1433,-10.5433,21.3396,164.68
112,0,0,True,False,True,False,False,19.7759,9.7122,2.29,0.5795,0.2949,-25.7146,-5.0977,3.1553,24.5228,143.108
113,1,1,True,True,False,False,False,29.0168,17.4193,2.7001,0.3927,0.1905,32.8514,24.9982,-20.2867,79.4579,204.7022
114,1,1,True,True,False,False,False,57.5644,20.2196,2.683,0.4232,0.2334,-22.5785,-55.5914,11.8193,26.1085,217.544
115,0,0,True,False,True,False,False,65.1314,26.0843,3.345,0.2427,0.1385,-66.5168,32.9514,15.9757,10.7786,295.958
116,0,0,True,False,True,False,False,27.254,19.1195,2.7948,0.3962,0.2045,-7.2657,-18.9432,-14.1285,3.7435,188.881
117,0,0,True,False,True,False,False,65.5949,21.5734,3.0368,0.2701,0.1373,23.7423,32.5971,8.9768,4.202,262.328
118,0,0,True,False,True,False,False,43.7014,14.2281,2.86,0.2747,0.1401,-48.3086,24.9629,-2.6712,0.4341,197.124
119,0,0,True,False,True,False,False,38.7469,24.4913,2.8779,0.2689,0.1384,3.438,10.2877,17.7093,12.098,255.46
120,1,1,True,True,False,False,False,147.469,57.9305,3.1745,0.273,0.1589,-104.576,-150.179,41.9046,57.359,282.838
121,0,0,True,False,True,False,False,24.932,16.4454,2.4133,0.3784,0.1988,11.4076,10.9784,13.7105,19.7041,203.596
122,0,0,True,False,True,False,False,12.5765,11.8613,2.2934,0.6921,0.374,16.2166,-9.9861,7.2229,36.511,90.9553
123,1,1,True,True,False,False,False,33.2553,12.9241,2.8119,0.3146,0.1673,13.0698,9.245,6.7852,87.0983,170.38
124,0,0,True,False,True,False,False,26.6768,17.3035,2.7168,0.3455,0.1814,-8.8224,20.0782,14.1663,6.8488,230.364
125,1,1,True,True,False,False,False,84.9618,27.0715,3.2153,0.2518,0.154,-68.5068,-96.2692,19.9465,17.2309,236.7739
126,0,0,True,False,True,False,False,83.8355,12.7688,2.7392,0.474,0.3017,-73.3769,-30.3659,5.3509,4.6236,267.363
127,0,0,True,False,True,False,False,63.2845,24.5762,3.0772,0.2403,0.1352,-58.2713,37.2536,13.6825,4.104,278.338
128,0,0,True,False,True,False,False,83.8514,12.662,2.4362,0.4396,0.2692,-109.118,52.2503,8.8363,2.588,221.101
129,1,1,True,True,False,False,False,129.362,15.1932,3.242,0.4023,0.213,-83.1281,-136.5701,-10.6892,7.4249,304.9583
130,1,1,True,True,False,False,False,44.7279,13.34,2.9501,0.304,0.1587,-35.9781,-17.8001,6.4024,43.786,106.592
131,1,1,True,True,False,False,False,104.7215,82.1747,3.7795,0.0694,0.0328,-76.5107,104.2027,-73.8648,71.1266,178.4461
132,0,0,True,False,True,False,False,45.4086,29.7234,3.5664,0.1729,0.087,25.7184,39.8268,17.0535,7.32,116.643
133,0,0,True,False,True,False,False,37.7252,23.8649,2.964,0.2618,0.1537,25.9342,32.3372,20.656,4.0561,157.084
134,0,0,True,False,True,False,False,72.3771,24.6175,3.1477,0.1779,0.0979,69.6991,71.0401,17.7575,7.0799,297.31
135,0,0,True,False,True,False,False,110.097,27.4314,3.0168,0.2357,0.1304,97.9172,113.708,18.7157,5.346,257.735
136,0,0,True,False,True,False,False,12.7102,11.6825,2.0314,0.7163,0.3767,15.4677,-7.5235,11.0733,58.6479,119.839
137,0,0,True,False,True,False,False,16.3137,11.4038,2.3365,0.6129,0.371,-2.5906,6.0221,7.3284,10.758,181.856
138,1,0,False,False,False,False,True,16.716,12.2787,2.3485,0.6087,0.3319,-7.3265,19.7116,10.2545,66.6151,76.5719
139,0,0,True,False,True,False,False,66.013,23.1057,3.1948,0.2184,0.1121,58.2928,41.3084,-12.6585,2.8356,265.77
140,1,1,True,True,False,False,False,32.8139,17.2568,2.7589,0.3066,0.1699,8.5203,-21.3164,-13.0407,55.4077,194.617
141,1,1,True,True,False,False,False,82.9434,45.3121,3.2368,0.1895,0.0957,-64.0517,-47.2232,-25.4599,37.4156,283.4576
142,0,0,True,False,True,False,False,21.5265,19.2545,2.4579,0.4843,0.3118,18.3812,16.0471,-16.5139,3.88,78.0479
143,0,0,True,False,True,False,False,23.4293,15.0895,2.7513,0.4858,0.2952,10.2046,17.1517,-5.1196,15.311,89.2638
144,0,0,True,False,True,False,False,27.7247,18.9683,2.9467,0.3211,0.1815,6.7104,13.3236,5.632,13.846,67.3315
145,0,0,True,False,True,False,False,24.536,10.2893,2.4541,0.4569,0.2302,-19.2405,18.7479,-5.465,21.592,139.076
146,1,1,True,True,False,False,False,170.3012,137.2039,4.8252,0.0188,0.0103,-167.003,-114.4262,-78.7464,58.4804,223.3783
147,1,1,True,True,False,False,False,37.3442,6.4684,2.4016,0.4303,0.2259,44.0179,-32.3971,-7.391,58.6265,164.237
148,1,0,False,False,False,False,True,97.8708,32.2378,3.4091,0.1351,0.1016,-38.3231,46.0827,-19.4291,6.5329,298.6381
149,1,0,False,False,False,False,True,15.2685,3.8124,2.325,0.8676,0.637,18.2895,7.0555,-0.8019,56.7287,219.8924
150,1,0,False,False,False,False,True,37.7361,9.6408,2.7889,0.4309,0.2171,-43.5298,-5.5258,-3.052,1.7976,218.111
151,0,0,True,False,True,False,False,23.614,19.1553,2.7235,0.3478,0.1862,-3.721,-21.1006,9.1085,33.824,230.732
152,0,0,True,False,True,False,False,23.0525,15.1418,2.3838,0.438,0.2624,13.5555,15.8065,11.7827,54.648,129.674
153,0,0,True,False,True,False,False,40.2456,20.4661,2.8851,0.2567,0.1453,-23.9646,36.25,-11.7916,1.706,131.885
154,0,0,True,False,True,False,False,71.0768,22.736,3.2111,0.1888,0.0987,-81.5167,56.5905,-12.9656,5.2124,279.661
155,0,0,True,False,True,False,False,65.6069,33.6033,3.8528,0.1433,0.073,-84.0021,43.5019,-23.9483,0.7567,246.341
156,0,0,True,False,True,False,False,24.3458,12.7027,2.4609,0.4498,0.2785,17.4634,16.5208,7.6723,29.107,114.982
157,0,0,True,False,True,False,False,28.7453,10.6247,2.5977,0.5278,0.3371,18.9851,20.6578,6.0474,15.033,154.98
158,1,0,False,False,False,False,True,42.028,11.1824,2.8879,0.3448,0.1583,44.2285,33.6213,-0.7867,37.5843,244.0665
159,0,0,True,False,True,False,False,17.1544,11.249,2.2405,0.5632,0.296,0.7747,-5.3697,-4.0671,48.5893,119.225
160,0,0,True,False,True,False,False,58.4195,18.7126,2.8561,0.2786,0.14,39.9883,53.4838,14.0012,3.8408,250.466
161,0,0,True,False,True,False,False,92.8988,49.0521,3.7862,0.1824,0.0948,39.0729,-56.9212,-14.8294,3.3724,379.671
162,1,0,False,False,False,False,True,22.1525,12.2934,2.5308,0.5184,0.3255,25.9038,12.4521,-8.3016,61.12,185.501
163,0,0,True,False,True,False,False,55.6762,25.6956,3.4948,0.2272,0.1339,50.1669,44.5951,14.2184,4.2001,246.598
164,1,0,False,False,False,False,True,94.3922,57.8037,3.4922,0.2502,0.1454,-79.7811,-72.3694,48.3469,21.386,430.119
165,1,1,True,True,False,False,False,225.988,62.4182,4.1977,0.0693,0.0369,-382.594,-124.494,59.716,89.7382,226.422
166,0,0,True,False,True,False,False,31.4164,23.2328,2.8588,0.2796,0.1433,23.94,15.4061,-14.5521,4.6173,180.392
167,0,0,True,False,True,False,False,12.9176,11.1995,2.224,0.7343,0.4388,14.5232,-7.7005,-8.4019,17.4554,73.1766
168,1,1,True,True,False,False,False,41.0804,34.2924,2.972,0.2752,0.1488,-42.807,-30.0745,24.4392,67.089,113.017
169,0,0,True,False,True,False,False,12.7459,11.6372,2.2135,0.7217,0.37,-15.2183,5.7064,-11.5102,51.7751,241.963
170,0,0,True,False,True,False,False,17.3947,10.6753,2.29,0.641,0.3667,-2.8369,7.8209,7.2942,68.1479,146.486
171,0,0,True,False,True,False,False,29.8236,17.7577,2.8497,0.3576,0.2085,17.0921,21.8454,10.6464,28.5766,102.235
172,0,0,True,False,True,False,False,70.4771,24.1708,3.0459,0.242,0.1498,-77.238,53.6032,18.376,4.0389,262.875
173,0,0,True,False,True,False,False,24.6852,16.8385,2.6821,0.3867,0.1965,18.0093,10.8386,-12.5505,7.086,147.553
174,1,0,False,False,False,False,True,54.477,38.3625,2.8404,0.257,0.1408,54.7113,42.2092,15.1918,72.2782,339.376
175,0,0,True,False,True,False,False,19.5841,12.9099,2.5581,0.5062,0.2891,-14.2997,-12.6451,-5.675,10.7079,142.077
176,1,1,True,True,False,False,False,132.299,31.2872,3.1882,0.1925,0.1066,45.115,168.544,-15.8673,7.886,22.5724
177,0,0,True,False,True,False,False,12.8213,11.5241,2.2368,0.7304,0.3739,-15.1202,5.0553,11.6177,8.6385,75.586
178,1,0,False,False,False,False,True,24.3356,12.2325,2.5105,0.466,0.2731,8.4297,16.1253,5.8151,81.6645,142.984
179,0,0,True,False,True,False,False,43.7649,28.1242,3.1033,0.1719,0.0871,-4.5542,34.3054,9.9509,17.3602,160.676
180,0,1,False,False,False,True,False,65.9375,15.0955,2.6898,0.3882,0.2114,-32.2986,-50.0464,9.1057,15.485,179.332
181,1,1,True,True,False,False,False,71.7611,20.1438,2.8363,0.5026,0.3197,-87.9786,-47.0656,-14.9389,48.4428,288.6459
182,0,0,True,False,True,False,False,91.5247,18.0323,2.8603,0.2966,0.1731,46.9766,92.0575,-12.6335,5.0549,205.349
183,1,1,True,True,False,False,False,92.4333,28.7214,2.8222,0.3373,0.2086,-53.0897,-93.9161,-18.488,22.5175,221.169
184,0,0,True,False,True,False,False,66.9411,22.6725,3.0594,0.266,0.133,51.7194,76.8033,-9.8085,5.633,154.979
185,0,0,True,False,True,False,False,59.8603,21.2562,3.3684,0.1893,0.106,63.6435,51.307,-10.7345,0.1363,194.283
186,0,0,True,False,True,False,False,51.0232,19.7804,2.891,0.2288,0.1317,38.3584,45.9393,7.6547,17.353,114.705
187,0,0,True,False,True,False,False,25.2252,19.1098,2.5237,0.3413,0.1901,-17.6225,-13.8865,13.0794,2.558,238.888
188,1,0,False,False,False,False,True,17.3544,7.4476,2.1629,0.7904,0.5533,-0.8759,-2.5983,4.5218,42.2314,170.784
189,1,0,False,False,False,False,True,99.5006,24.2466,2.8102,0.4628,0.233,-87.2308,-74.1335,7.8635,10.0367,302.58
190,1,1,True,True,False,False,False,46.2067,6.389,2.6149,0.5194,0.2973,24.9479,37.3093,5.4582,47.6534,195.95
191,0,0,True,False,True,False,False,22.0396,16.2619,2.5575,0.5097,0.3144,8.6338,18.1957,14.5208,31.06,230.924
192,0,0,True,False,True,False,False,30.4477,18.5964,2.4216,0.4053,0.2027,24.8575,-25.6659,18.5217,36.6265,171.152
193,1,0,False,False,False,False,True,87.3631,43.8422,3.833,0.2134,0.0986,-12.6718,67.3805,-36.0487,45.177,357.1536
194,0,0,True,False,True,False,False,37.593,16.7365,2.9605,0.3133,0.1714,30.7254,25.8026,11.4176,1.2879,138.887
195,0,0,True,False,True,False,False,105.033,46.2846,4.2755,0.0736,0.0406,-68.7262,82.1337,29.8384,3.9102,271.041
196,0,0,True,False,True,False,False,29.4658,19.639,2.9934,0.3503,0.1873,-4.3524,17.6604,-2.6286,0.2353,211.719
197,0,0,True,False,True,False,False,13.0133,10.5199,2.2188,0.7674,0.5045,12.8519,4.3884,7.8762,31.914,147.726
198,1,0,False,False,False,False,True,33.6386,6.2984,2.6922,0.5162,0.3125,29.1915,16.6831,0.7437,3.0282,166.0519
199,1,1,True,True,False,False,False,55.8038,19.5462,2.8162,0.3817,0.2008,0.4718,-57.7074,-13.528,80.3933,167.383
200,0,0,True,False,True,False,False,25.397,14.7328,2.2683,0.4636,0.2453,-11.5277,-14.0867,-12.6571,45.87,85.0188
201,0,0,True,False,True,False,False,83.1274,31.9012,3.6883,0.1736,0.1055,88.4984,75.1592,-4.7056,0.6755,275.836
202,0,0,True,False,True,False,False,66.8228,25.6181,3.008,0.3368,0.2185,0.4449,23.2932,22.3862,5.1143,342.284
203,0,0,True,False,True,False,False,28.7649,8.2457,2.2553,0.6056,0.3472,30.6864,22.0444,-6.6302,11.0535,135.396
204,1,0,False,False,False,False,True,21.5754,17.5105,2.6471,0.4876,0.3473,14.1549,9.9967,-17.9436,18.4844,195.2031
205,1,1,True,True,False,False,False,25.2942,9.5862,2.4207,0.5272,0.2657,-15.1865,22.3986,5.4272,37.1494,133.2073
206,0,0,True,False,True,False,False,42.8176,17.1172,2.9474,0.2743,0.1891,31.9148,31.5061,-6.1019,1.9292,139.977
207,0,0,True,False,True,False,False,54.5906,21.8888,2.917,0.3329,0.2076,-62.3091,-32.4222,17.9838,0.626,278.287
208,0,0,True,False,True,False,False,41.8803,22.1277,3.3672,0.3164,0.1801,44.7981,29.4729,19.5997,2.2801,200.619
209,0,0,True,False,True,False,False,20.2427,6.8375,2.1569,0.7944,0.4634,19.657,15.0587,-5.3686,22.9125,169.265
210,1,1,True,True,False,False,False,41.8223,14.649,2.7645,0.4351,0.2279,-32.4169,-43.6565,-10.2209,50.4377,101.476
211,0,0,True,False,True,False,False,29.7168,13.9412,2.7372,0.4707,0.2903,-16.7875,-10.0601,-9.6773,11.8286,239.572
